"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.083035811097258,0.0277986536673334,0.0850819966670112,0.141048199395947,0.251535734572827,"Snake River - fall Chinook salmon","Snake River fall Chinook"
