"ESU","MAJOR_POPULATION_GROUP","COMMON_POPULATION_NAME","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","AGE_1_RETURNS","AGE_2_RETURNS","AGE_3_RETURNS","AGE_4_RETURNS","AGE_5_RETURNS","AGE_6_RETURNS","AGE_7_RETURNS"
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",1999,2649,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2000,5064,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2001,4315,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2002,3421,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2003,5075,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2004,1997,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2005,1908,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2006,2135,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2007,786,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2008,2389,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2009,4988,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2010,3220,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2011,2625,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2013,2859,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2014,5282,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2015,6846,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2016,13073,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2017,8659,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2018,5427,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2019,3375,1,-99,-99,-99,-99,-99,-99,-99,-99
"Ozette Lake sockeye","-","Ozette Lake - sockeye salmon","sockeye","-","-",2020,2922,1,-99,-99,-99,-99,-99,-99,-99,-99
