"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.102281926571022,-0.0400114297869693,-0.0137989479978257,0.0114515810611381,0.074026093484718,"Dungeness River - summer and winter Steelhead","Puget Sound steelhead"
-0.0998799935033646,-0.0379710504945061,-0.00995588747402553,0.0167295721094441,0.0810503802921192,"Green River - winter Steelhead","Puget Sound steelhead"
-0.111015844607296,-0.0403280052629734,-0.0125935969726599,0.0170526677179834,0.0883827318108479,"Nisqually River - winter Steelhead","Puget Sound steelhead"
-0.0936258522910723,-0.0377041995503779,-0.0113140826926232,0.015360994374396,0.0764086555555002,"Nooksack River - winter Steelhead","Puget Sound steelhead"
-0.114498217278166,-0.0451626341298725,-0.0165459119285572,0.0109106881286525,0.0760006733622327,"Pilchuck River - winter Steelhead","Puget Sound steelhead"
-0.0812706358038611,-0.0279607839394622,-0.000886775733044571,0.0288529032583549,0.105496104735791,"Samish River and Bellingham Bay Tributaries - winter Steelhead","Puget Sound steelhead"
-0.0865545442389281,-0.0305361656597068,-0.00402931915550114,0.0253069025886411,0.0876974824703455,"Skagit River - summer and winter Steelhead","Puget Sound steelhead"
-0.119186305760369,-0.0481624365354381,-0.0190838678731965,0.00626241618658313,0.0641809617228688,"Snohomish/Skykomish Rivers - winter Steelhead","Puget Sound steelhead"
-0.127282897964271,-0.0547156740518675,-0.0259020235116749,0.000926754671503751,0.0533864305061594,"Snoqualmie River - winter Steelhead","Puget Sound steelhead"
-0.102226597463982,-0.0408391855294493,-0.0139547786443298,0.0134992242612592,0.0743309075991077,"South Hood Canal Tributaries - winter Steelhead","Puget Sound steelhead"
-0.0995888988036582,-0.0399300835836381,-0.0136751660259335,0.01350327613631,0.0705443119579809,"Tolt River - summer Steelhead","Puget Sound steelhead"
-0.0875410591553846,-0.0300085141217095,-0.00301039541769129,0.0272947542092389,0.0970063746693037,"White River - winter Steelhead","Puget Sound steelhead"
