"Stock Number","Population Name","Year","Abundance Quantity","Production Type","Calculation Type","Report Types"
1200,"Nisqually River - fall Chinook salmon",2012,617,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2013,738,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2014,528,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2015,715,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2016,796,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2017,1454,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2018,428,"Natural","Expanded","SCoRE,SOS"
1200,"Nisqually River - fall Chinook salmon",2019,436,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",1999,85,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2000,160,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2001,264,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2002,224,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2003,210,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2004,314,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2005,210,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2006,275,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2007,334,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2008,307,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2009,269,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2010,204,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2011,99,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2012,281,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2013,100,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2014,91,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2015,401,"Natural","Expanded","SCoRE,SOS"
1008,"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2016,187,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2008,839,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2009,431,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2010,405,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2011,464,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2012,714,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2013,470,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2014,141,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2015,242,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2016,516,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2017,546,"Natural","Expanded","SCoRE,SOS"
1081,"North Fork Stillaguamish River - summer Chinook salmon",2018,117,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2002,1346,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2003,912,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2004,1236,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2005,827,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2006,1182,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2007,1275,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2008,1903,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2009,377,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2010,529,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2011,472,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2012,642,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2013,203,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2014,468,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2015,831,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2016,713,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2017,637,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2018,486,"Natural","Expanded","SCoRE,SOS"
1176,"Puyallup River - fall Chinook salmon",2019,289,"Natural","Expanded","SCoRE,SOS"
1128,"Sammamish River - fall Chinook salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",1999,382,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2000,220,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2001,105,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2002,1370,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2003,860,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2004,748,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2005,433,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2006,492,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2007,419,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2008,292,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2009,193,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2010,312,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2011,174,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2012,210,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2013,253,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2014,206,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2015,122,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2016,232,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2017,798,"Natural","Expanded","SCoRE,SOS"
1208,"Skokomish River - fall Chinook salmon",2018,161,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",1999,1401,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2000,1775,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2001,3054,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2006,4642,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2007,1510,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2008,4780,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2009,1146,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2010,1836,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2011,876,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2012,2462,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2013,1860,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2014,1654,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2015,1585,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2016,2363,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2017,2783,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2018,2259,"Natural","Expanded","SCoRE,SOS"
1106,"Skykomish River - summer Chinook salmon",2019,569,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",1999,1040,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2000,1248,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2001,3284,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2005,968,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2006,2161,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2007,1174,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2008,2190,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2009,649,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2010,1585,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2011,477,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2012,891,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2013,770,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2014,698,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2015,694,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2016,1013,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2017,1401,"Natural","Expanded","SCoRE,SOS"
1108,"Snoqualmie River - fall Chinook salmon",2018,823,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",1999,32,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2000,111,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2001,159,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2002,135,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2003,69,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2004,29,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2005,19,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2006,61,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2007,26,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2008,80,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2009,45,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2010,21,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2011,90,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2012,116,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2013,10,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2014,22,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2015,7,"Natural","Expanded","SCoRE,SOS"
1016,"South Fork Nooksack River - spring Chinook salmon",2016,323,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2012,172,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2013,51,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2014,12,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2015,78,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2016,79,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2017,53,"Natural","Expanded","SCoRE,SOS"
1083,"South Fork Stillaguamish River - fall Chinook salmon",2018,0,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",1999,208,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2000,360,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2001,688,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2002,265,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2003,353,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2004,495,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2005,518,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2006,375,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2007,108,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2008,203,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2009,273,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2010,263,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2011,215,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2012,460,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2013,620,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2014,460,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2015,478,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2016,648,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2017,898,"Natural","Expanded","SCoRE,SOS"
1064,"Suiattle River - spring Chinook salmon",2018,645,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",1999,180,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2000,388,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2001,543,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2002,460,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2003,193,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2004,700,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2005,308,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2006,1043,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2007,282,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2008,983,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2009,367,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2010,768,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2011,345,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2012,1826,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2013,1080,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2014,923,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2015,743,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2016,1502,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2017,1630,"Natural","Expanded","SCoRE,SOS"
1600,"Upper Sauk River - spring Chinook salmon",2018,1603,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",1999,3586,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2000,13092,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2001,10084,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2002,13815,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2003,7123,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2004,20040,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2005,16608,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2006,16165,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2007,9845,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2008,8441,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2009,5290,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2010,6644,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2011,4480,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2012,9808,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2013,8801,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2014,8308,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2015,10705,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2016,15406,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2017,7792,"Natural","Expanded","SCoRE,SOS"
1032,"Upper Skagit River - summer Chinook salmon",2018,8602,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",1999,93,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2000,872,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2001,1455,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2002,452,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2003,910,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2004,987,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2005,804,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2006,729,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2007,801,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2008,590,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2009,264,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2010,239,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2011,447,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2012,814,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2013,797,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2014,219,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2015,356,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2016,643,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2017,690,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2018,322,"Natural","Expanded","SCoRE,SOS"
1184,"White River - spring Chinook salmon",2019,342,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1992,549,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1993,742,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1994,406,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1995,350,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1996,639,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1997,796,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1998,306,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",1999,905,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2000,1148,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2001,5163,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2002,2116,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2003,5390,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2004,7217,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2005,5177,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2006,4665,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2007,3741,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2008,3930,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2009,4977,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2010,7988,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2011,8778,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2012,12786,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2013,20829,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2014,13035,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2015,15757,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2016,9687,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2017,6930,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2018,6140,"Natural","Expanded","SCoRE,SOS"
1696,"Snake River - fall Chinook salmon",2019,6558,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1992,305,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1993,245,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1994,97,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1995,27,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1996,117,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1997,68,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1998,44,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",1999,4,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2000,62,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2001,614,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2002,224,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2003,244,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2004,286,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2005,212,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2006,153,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2007,164,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2008,486,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2009,604,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2010,542,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2011,597,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2012,234,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2013,118,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2014,213,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2015,173,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2016,114,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2017,49,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2018,29,"Natural","Expanded","SCoRE,SOS"
1704,"Tucannon River - spring Chinook salmon",2019,8,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",1999,29,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2000,73,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2001,226,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2002,152,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2003,199,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2004,142,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2005,129,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2006,79,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2007,206,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2008,95,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2009,180,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2010,334,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2011,381,"Natural","Expanded","SCoRE,SOS"
