"Stock Number","Population Name","Year","Abundance Quantity","Production Type","Calculation Type","Report Types"
1808,"Entiat River - spring Chinook salmon",2012,254,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2013,152,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2014,225,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2015,417,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2016,297,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2017,63,"Natural","Expanded","SCoRE,SOS"
1808,"Entiat River - spring Chinook salmon",2018,46,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",1999,45,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2000,117,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2001,1832,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2002,345,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2003,58,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2004,488,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2005,527,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2006,328,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2007,266,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2008,298,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2009,564,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2010,601,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2011,961,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2012,261,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2013,241,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2014,508,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2015,398,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2016,320,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2017,176,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2018,265,"Natural","Expanded","SCoRE,SOS"
1824,"Methow River - spring Chinook salmon",2019,114,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",1999,121,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2000,566,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2001,1061,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2002,870,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2003,482,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2004,1009,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2005,388,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2006,307,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2007,388,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2008,368,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2009,594,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2010,535,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2011,1152,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2012,934,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2013,610,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2014,878,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2015,745,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2016,690,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2017,326,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2018,262,"Natural","Expanded","SCoRE,SOS"
1770,"Wenatchee River - spring Chinook salmon",2019,271,"Natural","Expanded","SCoRE,SOS"
2752,"Cowlitz River - fall Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2751,"Cowlitz River - summer Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2749,"Elochoman River - fall Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2001,4246,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2002,10493,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2003,15559,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2004,13151,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2005,3795,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2006,6162,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2007,3817,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2008,2401,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2009,2776,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2010,6082,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2011,10052,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2012,7782,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2013,4832,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2014,4267,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2015,10857,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2016,30408,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2017,6217,"Natural","Expanded","SCoRE,SOS"
2748,"Grays and Chinook Rivers - fall Chum salmon",2018,6320,"Natural","Expanded","SCoRE,SOS"
2753,"Kalama River - fall Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2755,"Lewis River - fall Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2000,1265,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2001,2032,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2002,7954,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2003,3381,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2004,2103,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2005,901,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2006,1606,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2007,510,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2008,576,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2009,571,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2010,2674,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2011,3190,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2012,1864,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2013,1595,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2014,2342,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2015,5345,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2016,6103,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2017,1499,"Natural","Expanded","SCoRE,SOS"
2765,"Lower Gorge Tributaries - fall Chum salmon",2018,4855,"Natural","Expanded","SCoRE,SOS"
2750,"Mill, Abernathy, and Germany Creeks - fall Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2754,"Salmon Creek - fall Chum salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",1999,43,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2000,17,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2001,29,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2002,98,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2003,411,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2004,42,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2005,139,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2006,165,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2007,142,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2008,75,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2009,109,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2010,124,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2011,50,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2012,65,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2013,167,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2014,122,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2015,176,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2016,47,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2017,21,"Natural","Expanded","SCoRE,SOS"
2757,"Upper Gorge Tributaries - fall Chum salmon",2018,180,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2002,3145,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2003,2932,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2004,2324,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2005,902,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2006,869,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2007,576,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2008,644,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2009,1118,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2010,2148,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2011,4801,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2012,2498,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2013,1364,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2014,1387,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2015,4694,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2016,5062,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2017,1570,"Natural","Expanded","SCoRE,SOS"
2756,"Washougal River - fall Chum salmon",2018,2484,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",1999,2470,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2000,8281,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2001,7204,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2002,6859,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2003,27335,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2004,60374,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2005,11348,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2006,21389,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2007,9376,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2008,13573,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2009,6570,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2010,11294,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2011,6568,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2012,26501,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2013,19965,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2014,26598,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2015,31259,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2016,46035,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2017,55446,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2018,12194,"Natural","Expanded","SCoRE,SOS"
2300,"Hood Canal - summer chum salmon",2019,7344,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",1999,155,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2000,507,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2001,1483,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2002,4221,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2003,4283,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2004,5794,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2005,6001,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2006,6375,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2007,3019,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2008,3011,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2009,2660,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2010,5925,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2011,4063,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2012,4981,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2013,12042,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2014,7181,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2015,15664,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2016,9076,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2017,2113,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2018,1567,"Natural","Expanded","SCoRE,SOS"
2500,"Strait of Juan de Fuca - summer chum salmon",2019,4830,"Natural","Expanded","SCoRE,SOS"
9994,"Cispus River - early and late Coho salmon",NA,NA,"Natural",NA,"SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2010,3199,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2011,2356,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2012,2587,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2013,3501,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2014,4692,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2015,803,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2016,2654,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2017,2156,"Natural","Expanded","SCoRE,SOS"
3700,"Coweeman River - late Coho salmon",2018,3036,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2010,1458,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2011,1493,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2012,2179,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2013,2324,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2014,1868,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2015,347,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2016,414,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2017,910,"Natural","Expanded","SCoRE,SOS"
3760,"East Fork Lewis River - early and late Coho salmon",2018,1532,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2010,603,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2011,551,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2012,367,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2013,650,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2014,2572,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2015,204,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2016,589,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2017,780,"Natural","Expanded","SCoRE,SOS"
3645,"Elochoman River - late Coho salmon",2018,944,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2010,269,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2011,53,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2012,421,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2013,677,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2014,2826,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2015,145,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2016,489,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2017,175,"Natural","Expanded","SCoRE,SOS"
3630,"Grays and Chinook Rivers - late Coho salmon",2018,165,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2010,2,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2011,5,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2012,24,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2013,45,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2014,58,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2015,12,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2016,79,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2017,53,"Natural","Expanded","SCoRE,SOS"
3740,"Kalama River - late Coho salmon",2018,65,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2010,6399,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2011,3040,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2012,2547,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2013,3853,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2014,18178,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2015,1709,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2016,4290,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2017,2361,"Natural","Expanded","SCoRE,SOS"
3692,"Lower Cowlitz River - late Coho salmon",2018,2370,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2010,386,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2011,453,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2012,454,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2013,553,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2014,564,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2015,323,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2016,543,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2017,406,"Natural","Expanded","SCoRE,SOS"
3790,"Lower Gorge Tributaries - late Coho salmon",2018,404,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2010,868,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2011,410,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2012,377,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2013,570,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2014,1946,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2015,494,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2016,946,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2017,635,"Natural","Expanded","SCoRE,SOS"
3666,"Mill, Abernathy, and Germany Creeks - late Coho salmon",2018,739,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2010,1807,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2011,910,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2012,999,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2013,1245,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2014,2116,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2015,403,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2016,1800,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2017,2917,"Natural","Expanded","SCoRE,SOS"
3031,"North Fork Lewis River - early and late Coho salmon",2018,1241,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2010,1105,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2011,556,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2012,1000,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2013,2316,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2014,4680,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2015,535,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2016,1432,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2017,743,"Natural","Expanded","SCoRE,SOS"
3793,"North Fork Toutle River - early and late Coho salmon",2018,701,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2010,1572,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2011,1236,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2012,1284,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2013,1668,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2014,2218,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2015,731,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2016,1546,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2017,1900,"Natural","Expanded","SCoRE,SOS"
3770,"Salmon Creek - late Coho salmon",2018,2364,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2010,1490,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2011,847,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2012,1582,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2013,3125,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2014,7781,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2015,838,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2016,2168,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2017,832,"Natural","Expanded","SCoRE,SOS"
3720,"South Fork Toutle River - early and late Coho salmon",2018,771,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2005,1331,"Natural","Expanded","SCoRE,SOS"
3696,"Tilton River - early and late Coho salmon",2006,738,"Natural","Expanded","SCoRE,SOS"
