"ESU","MAJOR_POPULATION_GROUP","COMMON_POPULATION_NAME","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","AGE_1_RETURNS","AGE_2_RETURNS","AGE_3_RETURNS","AGE_4_RETURNS","AGE_5_RETURNS","AGE_6_RETURNS","AGE_7_RETURNS"
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2010,1849,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2011,1209,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2012,1329,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2013,895,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2014,1032,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2015,1435,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2016,1314,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2017,312,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2018,308,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Lower Snake","Asotin Creek - summer Steelhead","Steelhead","Summer","Asotin Creek",2019,300,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Grande Ronde","Joseph Creek - summer Steelhead","Steelhead","Summer","Joseph Creek and Tributaries",1997,1251,1,-99,-99,-99,-99,-99,-99,-99,-99
"Snake River steelhead","Grande Ronde","Joseph Creek - summer Steelhead","Steelhead","Summer","Joseph Creek and Tributaries",1998,3171,1,-99,-99,-99,-99,-99,-99,-99,-99
