"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","SASI_STOCK_NUM","SASISTOCKNAME","COMMONNAME","RUN","RECOVERYDOMAIN","MAJORPOPGROUP","POPID","ESAPOPNAME","COMMONPOPNAME","POPFIT","POPFITNOTES","ESTIMATETYPE","WATERBODY","METHODNUMBER","BESTVALUE","NOSAIJ","NOSAIJ_SDSID","NOSAIJLOWERLIMIT","NOSAIJUPPERLIMIT","NOSAIJALPHA","NOSAEJ","NOSAEJ_SDSID","NOSAEJLOWERLIMIT","NOSAEJUPPERLIMIT","NOSAEJALPHA","PHOSIJ","PHOSIJLOWERLIMIT","PHOSIJUPPERLIMIT","PHOSIJALPHA","PHOSEJ","PHOSEJLOWERLIMIT","PHOSEJUPPERLIMIT","PHOSEJALPHA","TSAIJ","TSAIJ_SDSID","TSAIJLOWERLIMIT","TSAIJUPPERLIMIT","TSAIJALPHA","TSAEJ","TSAEJ_SDSID","TSAEJLOWERLIMIT","TSAEJUPPERLIMIT","TSAEJALPHA","AGE2PROP","AGE2PROPLOWERLIMIT","AGE2PROPUPPERLIMIT","AGE3PROP","AGE3PROPLOWERLIMIT","AGE3PROPUPPERLIMIT","AGE4PROP","AGE4PROPLOWERLIMIT","AGE4PROPUPPERLIMIT","AGE5PROP","AGE5PROPLOWERLIMIT","AGE5PROPUPPERLIMIT","AGE6PROP","AGE6PROPLOWERLIMIT","AGE6PROPUPPERLIMIT","AGE7PROP","AGE7PROPLOWERLIMIT","AGE7PROPUPPERLIMIT","AGE8PROP","AGE8PROPLOWERLIMIT","AGE8PROPUPPERLIMIT","AGE9PROP","AGE9PROPLOWERLIMIT","AGE9PROPUPPERLIMIT","AGE10PROP","AGE10PROPLOWERLIMIT","AGE10PROPUPPERLIMIT","AGE11PLUSPROP","AGE11PLUSPROPLOWERLIMIT","AGE11PLUSPROPUPPERLIMIT","AGEPROPALPHA","OTHERDATASOURCES","COMMENTS","DATASTATUS","STOCK_ID","ESU_DPS_COMMONNAME","USECA","Notes","final_abundance_data_type","final_abundance","datasource","dsid"
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2015,"1008","North Fork Nooksack Chinook (including Middle Fork Nooksack River)","Chinook salmon","Spring","Puget Sound","Puget Sound North East",177,"Salmon, Chinook (Puget Sound ESU) North Fork Nooksack River - spring","North Fork Nooksack River - spring Chinook salmon","Same",NA,"NOSA","North Fork Nooksack River",2,"Yes",401,"09bab0e6-01b1-4e38-a13d-88c647ba398c",NA,NA,NA,NA,NA,NA,NA,NA,0.765,NA,NA,NA,NA,NA,NA,NA,1717,"bc833c9d-7d4f-4e8e-a9af-7bec70204a39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Final","5F5EF664-986C-4A9C-8A78-F5EAEA7E8D36","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",401,"Coordinated_Assessments","09bab0e6-01b1-4e38-a13d-88c647ba398c"
"Salmon, Chinook (Puget Sound ESU)","North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",2016,"1008","North Fork Nooksack Chinook (including Middle Fork Nooksack River)","Chinook salmon","Spring","Puget Sound","Puget Sound North East",177,"Salmon, Chinook (Puget Sound ESU) North Fork Nooksack River - spring","North Fork Nooksack River - spring Chinook salmon","Same",NA,"NOSA","North Fork Nooksack River",2,"Yes",187,"9f21842b-4ba7-436a-a0d3-c0ed7820ef0d",NA,NA,NA,NA,NA,NA,NA,NA,0.785,NA,NA,NA,NA,NA,NA,NA,922,"cd946b86-51bc-4a38-a9f2-9522b776a2f4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Final","5F5EF664-986C-4A9C-8A78-F5EAEA7E8D36","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",187,"Coordinated_Assessments","9f21842b-4ba7-436a-a0d3-c0ed7820ef0d"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2008,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",646,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.547,NA,NA,NA,NA,NA,NA,NA,1426,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",646,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2009,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",416,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.649,NA,NA,NA,NA,NA,NA,NA,1186,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",416,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2010,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",296,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,816,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",296,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2011,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",503,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,1471,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",503,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2012,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",819,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.477,NA,NA,NA,NA,NA,NA,NA,1567,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",819,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2013,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",561,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.378,NA,NA,NA,NA,NA,NA,NA,902,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",561,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2014,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",135,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.666,NA,NA,NA,NA,NA,NA,NA,404,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",135,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2015,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",389,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,572,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",389,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2016,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",606,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,NA,NA,NA,NA,NA,NA,909,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",606,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2017,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",491,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,959,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",491,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2018,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",187,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.794,NA,NA,NA,NA,NA,NA,NA,909,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",187,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2019,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",175,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.793,NA,NA,NA,NA,NA,NA,NA,847,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",175,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2020,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",304,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.608,NA,NA,NA,NA,NA,NA,NA,1318,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",304,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2021,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",598,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,1423,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",598,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2022,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",680,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,1260,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",680,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","North Fork Stillaguamish River - summer Chinook salmon",2023,"1081","North Fork Stillaguamish Chinook","Chinook salmon","Summer","Puget Sound","Puget Sound Central East",168,"Salmon, Chinook (Puget Sound ESU) North Fork Stillaguamish River - summer","North Fork Stillaguamish River - summer Chinook salmon","Same",NA,"NOSA","North Fork Stillaguamish River",3,"Yes",299,"6433a4cc-38f7-494e-939c-b924073df42b",NA,NA,NA,NA,NA,NA,NA,NA,0.478,NA,NA,NA,NA,NA,NA,NA,626,"06ad6f8a-6924-432d-9b24-37947dc5ee61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stillaguamish Tribe",NA,"Final","26376ACF-4CC8-40F3-B848-02F688514168","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAIJ",299,"Coordinated_Assessments","6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",1999,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,382,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.774,NA,NA,NA,NA,NA,NA,NA,NA,1692,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",382,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2000,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,220,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,962,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",220,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2001,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,105,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,1913,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",105,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2002,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,1370,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA,1479,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1370,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2003,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,860,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,1126,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",860,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
