"ESU","ESU_DPS","COMMON_POPULATION_NAME","BROOD_YEAR","Smoothed.Abundance"
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2011,79.1287705054887
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2012,47.7064492715965
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2013,89.0498610770446
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2014,132.47350884217
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2015,162.146746471371
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2016,90.9680141841327
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2017,71.0581915201147
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2018,38.1180257474252
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2019,48.544763498645
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2020,86.1404148232459
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2021,101.648099271733
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2022,118.974655228373
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2023,186.525198271056
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2024,186.71327237617
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",1999,84.8714864400897
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2000,85.8003517442161
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2001,83.2482941369385
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2002,82.2915657005533
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2003,83.4894582829602
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2004,79.8674809420886
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2005,77.3424101909815
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2006,78.6861932671216
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2007,80.0768320488017
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2008,79.8113441693695
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2009,112.187418380647
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2010,76.1738569929281
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2011,67.4253914631991
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2012,51.1033231827152
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2013,113.64811143947
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2014,126.177288527183
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2015,141.087017107741
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2016,115.031233056614
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2017,145.350033125888
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2018,112.4702438155
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2019,96.8004136848999
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2020,109.608826262637
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2021,92.6278716397761
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2022,83.6905858871563
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2023,133.322240272769
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2024,133.34108031158
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",1999,653.076050261367
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2000,664.707441325255
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2001,625.545413128163
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2002,656.706360047472
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2003,636.467269994899
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2004,655.640781502774
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2005,684.950818512733
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2006,653.980633931795
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2007,674.866066097098
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2008,650.148963219966
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2009,665.56466596745
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2010,646.850565909889
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2011,523.315159887168
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2012,522.750904554816
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2013,986.375353767503
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2014,1092.64256811643
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2015,2094.20493934295
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2016,2120.73373876948
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2017,1816.65675748639
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2018,1536.0003799403
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2019,1694.13498311055
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2020,2303.57251686504
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2021,2063.59175267846
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2022,2185.47897417233
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2023,2433.18402591213
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2024,2492.62214441816
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",1999,41.2037596648868
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2000,39.8089445676051
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2001,41.2561426994735
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2002,40.7568128420767
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2003,42.3083744256859
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2004,41.8783191282772
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2005,44.2279357490523
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2006,43.5122049507403
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2007,44.1372137595189
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2008,57.5671055524462
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2009,68.0421869235122
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2010,64.6374893663727
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2011,102.144256721671
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2012,87.943889442658
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2013,80.971388683286
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2014,56.2797080287217
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2015,38.7324359793609
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2016,38.5322357808371
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2017,52.8050523284436
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2018,56.949682193017
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2019,59.6635937098984
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2020,73.5596436468199
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2021,92.8111035496977
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2022,121.665192426681
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2023,96.0651289214187
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2024,93.1830339541555
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",1999,1704.19487642212
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2000,1595.67475852723
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2001,1669.78224691261
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2002,1667.39641062349
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2003,1689.04565952487
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2004,1653.58821376338
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2005,1675.50767711391
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2006,1632.61658144561
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2007,1686.09766476827
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2008,1715.10340132842
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2009,1753.45241042915
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2010,1666.63093119012
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2011,1628.99374470533
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2012,1437.41489348471
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2013,2256.88113856181
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2014,2310.7102021315
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2015,2985.95677395103
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2016,2483.93443317306
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2017,2170.25469641024
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2018,1410.83224184088
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2019,1888.70512457411
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2020,3142.12756758342
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2021,2548.29713134792
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2022,2811.46729162214
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2023,2675.54561181612
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2024,2657.48918058564
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",1999,22846.2465302484
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2000,21329.2397990329
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2001,20780.9344542836
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2002,19764.669696583
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2003,19896.8211711916
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2004,20091.6656821714
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2005,18777.0702772825
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2006,18639.7650411854
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2007,18063.8301859363
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2008,17795.7791600463
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2009,17285.7311066537
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2010,16604.482682634
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2011,15272.394401737
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2012,13292.9312000149
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2013,17574.4743369692
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2014,17398.8600969372
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2015,16430.4581732373
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2016,10652.342391672
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2017,8439.53472830255
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2018,6340.81349028431
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2019,11171.2237873202
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2020,17595.4743676387
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2021,12571.2666023726
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2022,8491.98830399406
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2023,8687.62116924743
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2024,8376.06074015572
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",1999,5268.49474479151
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2000,5267.272314121
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2001,5310.13414360576
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2002,5332.92983154519
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2003,5419.5708887898
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2004,5363.80928675962
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2005,5526.95880238514
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2006,5519.23047729137
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2007,5570.71982145406
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2008,5624.02196201679
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2009,5951.07122052821
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2010,5592.42845056203
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2011,5576.26752230704
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2012,4304.58601615448
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2013,6918.40187108159
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2014,6665.66289666338
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2015,7999.60011571718
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2016,6800.75161238274
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2017,6767.93262503433
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2018,6526.99550615375
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2019,8590.84510420467
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2020,9522.98226355928
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2021,8408.06128617147
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2022,9864.17666794381
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2023,13490.8579719935
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2023,13490.8579719935
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2024,13460.1557244623
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",1999,154.775761656578
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2000,150.257825306945
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2001,151.232444570487
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2002,148.762214389343
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2003,148.588455404566
