"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Asotin Creek - spring Chinook salmon",1992,0.663530941663137,1.24799565216046,1.74581070035506,2.42908264364376,4.5392908760229,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1993,0.910593889503289,1.63409738111684,2.21332442653293,3.06172137639705,5.3999036600757,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",1994,0.591885296880715,1.01254126494464,1.33626472510951,1.74783687443505,2.98229505743592,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1995,0.447380272944159,0.773413878212152,1.01123809198205,1.34444973740658,2.299049937543,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1996,0.58352702013792,1.01040305934697,1.30730095968421,1.72225770190852,3.00812426724635,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1997,0.682073644379094,1.16963975639612,1.51334966545685,1.95157578361862,3.37838367502728,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",1998,0.514772623601103,0.903318803577357,1.19286995213315,1.57567501409136,2.68128073621754,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",1999,0.340444694287318,0.672200826106225,0.942417444992584,1.29474329626615,2.45925289995822,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",2000,1.04181885390294,1.76795550894413,2.30909591266391,2.97369672230343,4.92686797862521,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",2001,2.68560459669187,4.75887376169367,6.48764280318711,8.76585500948474,15.5309392666425,"Snake River spring and summer Chinook",9
"Asotin Creek - spring Chinook salmon",2002,2.95793292183138,4.99194488000389,6.52813948147489,8.62857798670046,14.785370236601,"Snake River spring and summer Chinook",9
"Asotin Creek - spring Chinook salmon",2003,2.22119961092714,3.97930194337928,5.31583852742475,7.01367844988727,12.072183700306,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",2004,4.44125990358366,7.79976587220692,10.5068844368455,14.3648370912201,26.5858660530481,"Snake River spring and summer Chinook",29
"Asotin Creek - spring Chinook salmon",2005,3.38055879661898,5.62271525954444,7.44319418251321,9.7688220709117,16.8344735994349,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",2006,4.38779414954455,7.85696077757188,10.5644600286861,14.1159998271336,25.1382690147423,"Snake River spring and summer Chinook",24
"Asotin Creek - spring Chinook salmon",2007,3.92398523111367,6.68123089229492,8.77918946381799,11.3953034262252,18.9363195579862,"Snake River spring and summer Chinook",7
"Asotin Creek - spring Chinook salmon",2008,5.74231395400709,9.48506621126384,12.2343402879853,15.9598015788522,26.5923660795279,"Snake River spring and summer Chinook",13
"Asotin Creek - spring Chinook salmon",2009,6.28278785476573,10.6182258302273,13.8218348829147,17.8740512873925,30.9404283805784,"Snake River spring and summer Chinook",13
"Asotin Creek - spring Chinook salmon",2010,6.35836370828649,10.6317125587929,13.7652933328589,18.0925013144984,32.0117417801233,"Snake River spring and summer Chinook",11
"Asotin Creek - spring Chinook salmon",2011,7.31946849496025,12.9171429449078,17.5256264218098,24.0441744410811,43.4022461235205,"Snake River spring and summer Chinook",35
"Asotin Creek - spring Chinook salmon",2012,4.61497675763525,7.9156018361321,10.5831842244769,14.0145431354148,24.9411114127827,"Snake River spring and summer Chinook",18
"Asotin Creek - spring Chinook salmon",2013,2.03665437680791,3.62727533302543,4.77907555269882,6.13683109583094,10.3426329029187,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",2014,1.28069585280574,2.31882019094673,3.13699393772634,4.26477949416961,7.63743354557988,"Snake River spring and summer Chinook",2
"Asotin Creek - spring Chinook salmon",2015,0.935988074915126,1.67277130804115,2.29405849829272,3.17618837032807,6.07666628146935,"Snake River spring and summer Chinook",0
"Asotin Creek - spring Chinook salmon",2016,1.0615487360401,1.97575430968359,2.70870597480784,3.68396621110076,6.98830102029835,"Snake River spring and summer Chinook",4
"Asotin Creek - spring Chinook salmon",2017,0.40150688263481,1.12946273696381,1.77211915554373,2.91303008382816,8.12079689477979,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2018,0.185441126911455,0.685438908356628,1.2538255831277,2.29395350718967,8.50331529008603,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2019,0.0910627227334193,0.407368640101946,0.85223917776133,1.69687272930266,8.83567324842244,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2020,0.0882246605185829,0.448495162062154,0.910976727739149,1.98300543449209,11.5430288044001,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2021,0.0746067687999647,0.485867931314245,1.06977740797075,2.39758297261642,16.30959039491,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2022,0.0753703937595145,0.503449373604291,1.13024040433957,2.7973186626715,24.000066405282,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2023,0.0334261868340247,0.307603632561947,0.761787080761189,2.00739080757549,21.3408489173452,"Snake River spring and summer Chinook",NA
"Asotin Creek - spring Chinook salmon",2024,0.019626001812692,0.228448836250484,0.762081397405815,2.52762979226776,38.3544169224767,"Snake River spring and summer Chinook",NA
"Tucannon River - spring Chinook salmon",1992,74.1872082461439,152.919432615704,216.575581713668,297.566840400063,529.679590796716,"Snake River spring and summer Chinook",305
