"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Snake River - fall Chinook salmon",1992,491.256926281398,596.332957522025,623.036310946997,646.498041814732,772.322424301262,"Snake River fall Chinook",620
"Snake River - fall Chinook salmon",1993,574.980062374812,714.803372667297,764.826477842787,786.66692664471,877.852528120428,"Snake River fall Chinook",777
"Snake River - fall Chinook salmon",1994,405.984522870168,471.3937455715,490.725447725347,511.963656194863,614.930729287662,"Snake River fall Chinook",484
"Snake River - fall Chinook salmon",1995,340.733519192327,375.45735388522,389.221710496792,422.984920969897,553.150992540345,"Snake River fall Chinook",379
"Snake River - fall Chinook salmon",1996,618.678420745553,768.573700492284,822.615071501747,849.694495534015,951.045551494658,"Snake River fall Chinook",840
"Snake River - fall Chinook salmon",1997,656.947928242674,782.107796188567,818.648956112354,847.599133156156,973.881415444455,"Snake River fall Chinook",821
"Snake River - fall Chinook salmon",1998,579.017837442223,627.019556472811,651.198309760518,717.416509270461,971.586216507934,"Snake River fall Chinook",627
"Snake River - fall Chinook salmon",1999,1375.7530253404,1631.96422563317,1711.44619823437,1772.67773149983,2078.79200035208,"Snake River fall Chinook",1722
"Snake River - fall Chinook salmon",2000,2621.38583454234,3191.03653101598,3359.10276673197,3469.42404044249,3970.06150601266,"Snake River fall Chinook",3388
"Snake River - fall Chinook salmon",2001,4016.22652930666,5112.96224406875,5541.60751530998,5747.13081217049,6339.67826782796,"Snake River fall Chinook",5681
"Snake River - fall Chinook salmon",2002,3244.43258190208,3610.38649601227,3726.84808957924,4048.76033700162,5160.66265913993,"Snake River fall Chinook",3622
"Snake River - fall Chinook salmon",2003,5222.13663611322,6401.83148101836,6780.85316603763,6998.85697702483,7958.53760825459,"Snake River fall Chinook",6835
"Snake River - fall Chinook salmon",2004,5934.05908046286,7468.39522042729,7917.19956269983,8158.46089193545,9278.96117803789,"Snake River fall Chinook",8002
"Snake River - fall Chinook salmon",2005,5009.11180614036,5897.95810174171,6099.42441016911,6385.84531515248,7493.95357334548,"Snake River fall Chinook",6088
"Snake River - fall Chinook salmon",2006,4693.13835486713,5623.30649245063,5869.16119139687,6103.99481776985,7088.36380983347,"Snake River fall Chinook",5909
"Snake River - fall Chinook salmon",2007,3770.04295110306,4322.08575894551,4476.0294916069,4681.71002505616,5720.24853489662,"Snake River fall Chinook",4416
"Snake River - fall Chinook salmon",2008,3903.30712258392,4487.09332707146,4616.63651019218,4866.71723694217,5878.23640200679,"Snake River fall Chinook",4589
"Snake River - fall Chinook salmon",2009,4806.74216071132,5462.88428198294,5722.58491836057,6012.12188557132,7271.22739763036,"Snake River fall Chinook",5717
"Snake River - fall Chinook salmon",2010,6985.2911024088,8211.04870527406,8580.12816365329,8899.53204862764,10610.4394842266,"Snake River fall Chinook",8520
"Snake River - fall Chinook salmon",2011,10345.4991565741,12293.3958358372,12814.4565425818,13313.1288231758,15437.0071195512,"Snake River fall Chinook",12932
"Snake River - fall Chinook salmon",2012,13309.5418846437,15858.9613602208,16502.4390775854,17210.6469524549,20341.9293342848,"Snake River fall Chinook",16447
"Snake River - fall Chinook salmon",2013,18752.5078456479,24424.3298939095,26327.4197319386,27267.4178194127,30378.8795710719,"Snake River fall Chinook",27166
"Snake River - fall Chinook salmon",2014,14509.1399050456,16584.1265124748,17209.470182599,18043.5546137089,21456.5224753965,"Snake River fall Chinook",16965
"Snake River - fall Chinook salmon",2015,13166.2558741863,16307.8292272136,17369.4331638939,17909.8752577672,20455.599224467,"Snake River fall Chinook",17575
"Snake River - fall Chinook salmon",2016,9015.80173896052,10468.3278539817,10851.7175805924,11307.5586091825,13451.4515934049,"Snake River fall Chinook",10806
"Snake River - fall Chinook salmon",2017,6381.19803930502,7353.78061357805,7615.05883632178,7987.31671534687,9626.9262383394,"Snake River fall Chinook",7571
"Snake River - fall Chinook salmon",2018,5423.7830532711,6234.9397705405,6467.70279596075,6768.86214045678,8301.51406971383,"Snake River fall Chinook",6363
"Snake River - fall Chinook salmon",2019,6090.366515628,7210.51887994407,7474.15175388629,7795.15068738436,9217.82357494716,"Snake River fall Chinook",7500
"Snake River - fall Chinook salmon",2020,6968.94953899513,8273.88310581542,8672.16779877106,8964.6134367665,10390.280027268,"Snake River fall Chinook",8741
"Snake River - fall Chinook salmon",2021,6410.54310608173,7611.45966165336,7943.66063564239,8251.2934344468,9546.98148650566,"Snake River fall Chinook",7957
"Snake River - fall Chinook salmon",2022,5908.99999976958,6739.14234705123,6961.4768186267,7322.59483477862,8790.59878849205,"Snake River fall Chinook",6874
"Snake River - fall Chinook salmon",2023,6683.15488997001,8018.42614715584,8385.33706154714,8710.48053613513,10431.5993399037,"Snake River fall Chinook",8392
"Snake River - fall Chinook salmon",2024,4086.75772493986,6768.63871275303,8894.19098221131,11740.9228345925,20055.1233513278,"Snake River fall Chinook",NA
