"ESU","MAJOR_POPULATION_GROUP","COMMON_POPULATION_NAME","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","AGE_1_RETURNS","AGE_2_RETURNS","AGE_3_RETURNS","AGE_4_RETURNS","AGE_5_RETURNS","AGE_6_RETURNS","AGE_7_RETURNS"
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",1999,83,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2000,273,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2001,625,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2002,340,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2003,298,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2004,380,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2005,420,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2006,478,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2007,223,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2008,284,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2009,338,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2010,330,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2011,265,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2012,488,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2013,310,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2014,225,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2015,188,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2016,295,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2017,323,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2018,128,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2019,180,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2020,115,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2021,145,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Cascade River - spring Chinook salmon","Chinook salmon","Spring","Cascade River",2022,410,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2004,842,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2005,582,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2006,1164,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2007,1893,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2008,1346,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2009,577,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2010,548,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2011,646,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2012,881,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2013,1570,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2014,306,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2015,1192,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2016,615,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2017,1564,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2018,666,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2019,606,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2020,278,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2021,596,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2022,659,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Cedar River - fall Chinook salmon","Chinook salmon","Summer Fall","Cedar River",2023,421,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2001,17,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2002,115,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2003,123,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2004,182,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2005,304,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2006,293,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2007,146,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2008,86,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2009,71,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2010,76,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2011,83,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2012,212,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2013,46,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2014,21,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2015,65,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2016,135,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2017,149,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2018,127,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2019,173,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2020,294,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2021,312,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2022,256,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Dungeness River - summer Chinook salmon","Chinook salmon","Spring Summer","Dungeness River",2023,282,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2009,14,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2010,32,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2011,24,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2012,132,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2013,107,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2014,121,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2015,159,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2016,125,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2017,121,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2018,176,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2019,398,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2020,400,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2021,176,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2022,413,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound North West","Elwha River - fall Chinook salmon","Chinook salmon","Summer Fall","Elwha River",2023,594,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2003,1228,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2004,2555,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2005,1108,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2006,2586,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2007,1762,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2008,3792,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2009,165,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2010,859,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2011,459,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2012,1638,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2013,524,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2014,756,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2015,864,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2016,2566,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2017,2031,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2018,2177,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2019,1360,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2020,1967,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2021,1200,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2022,2435,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound South","Green River - fall Chinook salmon","Chinook salmon","Summer Fall","Green River",2023,484,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",1999,295,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2000,576,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2001,1103,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2002,910,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2003,1493,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2004,443,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2005,875,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2006,1095,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2007,383,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2008,538,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2009,250,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2010,356,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2011,237,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2012,715,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2013,530,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2014,364,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2015,406,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2016,1044,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2017,1001,1,-99,-99,-99,-99,-99,-99,-99,-99
"Puget Sound Chinook","Puget Sound Central East","Lower Sauk River - summer Chinook salmon","Chinook salmon","Summer","Sauk River",2018,378,1,-99,-99,-99,-99,-99,-99,-99,-99
