"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.0748798034477276,-0.0319002573817178,-0.0141027768035025,0.00486339616287036,0.0456196004314296,"Dungeness River - summer and winter Steelhead","Puget Sound steelhead"
-0.0742743816097195,-0.0283813510461209,-0.0101556291217262,0.00934513351466052,0.0613787958724554,"Elwha River - winter Steelhead","Puget Sound steelhead"
-0.0644790969124968,-0.0262007459404697,-0.00789011218790664,0.0120283500318677,0.0621969686663135,"Nisqually River - winter Steelhead","Puget Sound steelhead"
-0.0750126371052419,-0.0330390285648621,-0.0152787697309926,0.00267185294736577,0.0419100111695075,"Nooksack River - winter Steelhead","Puget Sound steelhead"
-0.0876320111678036,-0.0379692728831036,-0.0187061374772618,0.000369388042120803,0.0414198307064215,"Pilchuck River - winter Steelhead","Puget Sound steelhead"
-0.0607699032913841,-0.0247700750918436,-0.0074904949765362,0.0114318311251254,0.0611462299955465,"Samish River and Bellingham Bay Tributaries - winter Steelhead","Puget Sound steelhead"
-0.0670364932474123,-0.0276782660636753,-0.0095387747194709,0.00953586107613145,0.0560747477933601,"Skagit River - summer and winter Steelhead","Puget Sound steelhead"
-0.0710598596236675,-0.0285058397245695,-0.0111132107470783,0.00775547487257222,0.0512096900911125,"Snohomish/Skykomish Rivers - winter Steelhead","Puget Sound steelhead"
-0.0681389574413048,-0.0305829059907046,-0.0129901227976204,0.00447548772500189,0.0451878638857599,"Snoqualmie River - winter Steelhead","Puget Sound steelhead"
-0.0811458062608399,-0.0349576009257726,-0.0167844292415012,0.000265891921434805,0.0391523269116515,"South Hood Canal Tributaries - winter Steelhead","Puget Sound steelhead"
-0.0671849367550202,-0.0279000016276148,-0.0110878933346516,0.0082561002902878,0.0551827901111656,"Tolt River - summer Steelhead","Puget Sound steelhead"
-0.0778300777838808,-0.0311815923583918,-0.013263095962708,0.00542579765342663,0.0493433317956671,"White River - winter Steelhead","Puget Sound steelhead"
