"ESU_DPS","ESU_DPS_COMMONNAME","MAJORPOPGROUP","COMMONPOPNAME2","COMMONNAME","RUN","WATERBODY","SPAWNINGYEAR","final_abundance","final_abundance_data_type","METHODNUMBER","dsid"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2008,646,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2009,416,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2010,296,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2011,503,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2012,819,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2013,561,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2014,135,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2015,389,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2016,606,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2017,491,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2018,187,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2019,175,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2020,304,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2021,598,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2022,680,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2023,345,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2024,569,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","North Fork Stillaguamish River - summer Chinook salmon","Chinook salmon","Summer","North Fork Stillaguamish River",2025,611,"NOSAEJ",1,"6433a4cc-38f7-494e-939c-b924073df42b"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",1999,382,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2000,220,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2001,105,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2002,1370,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2003,860,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2004,748,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2005,433,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2006,492,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2007,419,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2008,292,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2009,193,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2010,312,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2011,174,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2012,210,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2013,253,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2014,206,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2015,122,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2016,232,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2017,536,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2018,52,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2019,226,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2020,22,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2021,208,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2022,930,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2023,892,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2024,353,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central West","Skokomish River - fall Chinook salmon","Chinook salmon","Summer Fall","Skokomish River",2025,176,"NOSAEJ",2,"f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",1999,1401,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2000,1775,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2001,3054,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2006,4642,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2007,1510,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2008,4780,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2009,1146,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2010,1836,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2011,876,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2012,2462,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2013,1860,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2014,1654,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2015,1585,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2016,2363,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2017,2783,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2018,2259,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2019,569,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2020,1975,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2021,1414,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2022,2779,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2023,1138,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2024,3040,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Skykomish River - summer Chinook salmon","Chinook salmon","Summer Fall","Skykomish River",2025,1116,"NOSAEJ",2,"2452a1ba-2a57-46a8-a698-b345e46d085c"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",1999,1040,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2000,1248,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2001,3284,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2005,968,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2006,2161,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2007,1174,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2008,2190,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2009,649,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2010,1585,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2011,477,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2012,891,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2013,770,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2014,698,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2015,694,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2016,1013,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2017,1409,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2018,823,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2019,443,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2020,804,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2021,611,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2022,861,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2023,423,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2024,1369,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound Central East","Snoqualmie River - fall Chinook salmon","Chinook salmon","Fall","Snoqualmie River",2025,428,"NOSAEJ",2,"83f3ebbf-1e95-4892-96c2-20bae7cf75bb"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",1999,32,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2000,111,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2001,159,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2002,135,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2003,69,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2004,29,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2005,19,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2006,61,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2007,26,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2008,80,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2009,45,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2010,21,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
"Salmon, Chinook (Puget Sound ESU)","Puget Sound Chinook","Puget Sound North East","South Fork Nooksack River - spring Chinook salmon","Chinook salmon","Spring","North Fork Nooksack River, Middle Fork Nooksack River, South Fork Nooksack River",2011,90,"NOSAIJ",2,"88106b42-9321-4d7c-bdc9-3b8a5c245e6d"
