"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.0834654841616492,-0.0235182344765234,0.00201759673915783,0.0251261872146405,0.0815997046329817,"Dungeness River - summer and winter Steelhead","Puget Sound steelhead"
-0.052372165975949,-0.00353728398822531,0.0212597791938652,0.052507330447412,0.151070390372222,"Elwha River - winter Steelhead","Puget Sound steelhead"
-0.0517781134937782,-0.00430943028379847,0.0199059542521056,0.0479986845552992,0.119898404131575,"Nisqually River - winter Steelhead","Puget Sound steelhead"
-0.078031731938409,-0.0194152727506204,0.00606910246606177,0.0296160966834124,0.0868040604686372,"Nooksack River - winter Steelhead","Puget Sound steelhead"
-0.0798305485806871,-0.021573418413147,0.00254582901644486,0.0259044327409075,0.0766755302501993,"Pilchuck River - winter Steelhead","Puget Sound steelhead"
-0.0551568991514341,-0.00591742190220078,0.0181882953684613,0.0459572509672152,0.119545711121102,"Samish River and Bellingham Bay Tributaries - winter Steelhead","Puget Sound steelhead"
-0.0720953525163101,-0.0173460876360049,0.00660746515422894,0.0301844031062613,0.0816503832362288,"Skagit River - summer and winter Steelhead","Puget Sound steelhead"
-0.0860469708771169,-0.0245068893635544,0.00107272633244723,0.0244268822461605,0.0747766277075591,"Snohomish/Skykomish Rivers - winter Steelhead","Puget Sound steelhead"
-0.0878770857522434,-0.0250177926440408,-0.000175719203220757,0.0223188921211137,0.0720926148538965,"Snoqualmie River - winter Steelhead","Puget Sound steelhead"
-0.102237414273723,-0.0341595606985489,-0.00535862456459076,0.0185520596680818,0.0680459959223784,"South Hood Canal Tributaries - winter Steelhead","Puget Sound steelhead"
-0.0858756509766285,-0.0242537976796161,0.00111195004956488,0.023366804298235,0.075591620768635,"Tolt River - summer Steelhead","Puget Sound steelhead"
-0.0577340751329406,-0.00958018621982065,0.0154994405290222,0.0426865521772078,0.116623551381444,"White River - winter Steelhead","Puget Sound steelhead"
