"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.129382625729919,-0.0392705226566505,-0.00131067822408864,0.0358444374666447,0.12056471528059,"Coweeman River - fall Chinook salmon","Lower Columbia Chinook"
-0.144417049532343,-0.0476779995048175,-0.00578368861777349,0.0310621339540569,0.109726336920798,"Elochoman River - fall Chinook salmon","Lower Columbia Chinook"
-0.102008520267443,-0.0248204799591112,0.0130196459847581,0.0540979432513044,0.151290819988993,"Grays and Chinook Rivers - fall Chinook salmon","Lower Columbia Chinook"
-0.0931357040067171,-0.0190326595404939,0.019463543250124,0.063128665021405,0.171769006657371,"Kalama River - fall Chinook salmon","Lower Columbia Chinook"
-0.108153946068954,-0.0333298719587823,0.00143149646223485,0.0372510802475162,0.120337299874269,"Kalama River - spring Chinook salmon","Lower Columbia Chinook"
-0.116128166701192,-0.0345618540982207,0.00153257624669976,0.0388219812135271,0.124741503474319,"Lewis River - fall Chinook salmon","Lower Columbia Chinook"
-0.149276920783422,-0.0444371089272983,-0.00287203652527941,0.0397183840375405,0.149339301697669,"Lewis River - late fall Chinook salmon","Lower Columbia Chinook"
-0.108764728504593,-0.032009480309605,0.00404950550383242,0.0422394677670256,0.122009051904339,"Lower Cowlitz River - fall Chinook salmon","Lower Columbia Chinook"
-0.193796588029148,-0.0654054000152338,-0.0182569581573077,0.0208606330541359,0.103678252476638,"Mill, Abernathy, and Germany Creeks - fall Chinook salmon","Lower Columbia Chinook"
-0.122226897609363,-0.0341775672822946,0.00549637329840844,0.0461353020144778,0.179938213355535,"North Fork Lewis River - spring Chinook salmon","Lower Columbia Chinook"
-0.114494499944601,-0.0318185936086496,0.00578010322803582,0.0427778642043202,0.134454460185557,"Toutle River - fall Chinook salmon","Lower Columbia Chinook"
-0.171887825168316,-0.060441674215162,-0.0170914534451755,0.0210537549177739,0.0946086025809163,"Upper Cowlitz River - fall Chinook salmon","Lower Columbia Chinook"
-0.125487435520219,-0.0362518977802848,0.000742731170796996,0.0376863342893216,0.127599530094435,"Upper Cowlitz River - spring Chinook salmon","Lower Columbia Chinook"
-0.138133781784573,-0.0478120683897092,-0.00839791979158753,0.0279767695548578,0.111987612597434,"Upper Gorge Tributaries - fall Chinook salmon","Lower Columbia Chinook"
-0.110711475374092,-0.0261771624513009,0.0117212140598651,0.0538413014387208,0.147913785710947,"Washougal River - fall Chinook salmon","Lower Columbia Chinook"
-0.159113834558589,-0.0593686267426308,-0.0184313005547153,0.0200226453439484,0.0971028526047794,"White Salmon River - fall Chinook salmon","Lower Columbia Chinook"
-0.249908127222644,-0.0832016032294756,-0.027814138522375,0.0141515289043435,0.0922129234825569,"White Salmon River - spring Chinook salmon","Lower Columbia Chinook"
