"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Dungeness River - summer and winter Steelhead",2007,149.186254657648,336.121750332844,494.820827680833,740.597791615574,1630.50383387259,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2008,167.810394007022,341.786826808211,481.740143762083,696.797562534942,1393.66655433589,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2009,174.497417884979,326.594263767849,450.072316380888,620.814665542004,1125.0568373467,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2010,244.148725227091,374.544612336808,471.317112893791,589.350152417789,944.707180182618,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2011,325.664779812934,424.181236413617,475.295775343991,541.536768364567,732.266084272895,"Puget Sound steelhead",455
"Dungeness River - summer and winter Steelhead",2012,321.654771218219,451.807077595788,530.034690446988,618.851896866579,853.503925176987,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2013,411.905804931271,525.113501785847,584.824724035038,645.842145475082,802.04112554241,"Puget Sound steelhead",619
"Dungeness River - summer and winter Steelhead",2014,398.99047003944,506.582078765364,562.584630510268,623.693230147287,773.858905780541,"Puget Sound steelhead",585
"Dungeness River - summer and winter Steelhead",2015,383.44102791694,503.217068716897,565.487579925566,628.413900057112,782.503810794403,"Puget Sound steelhead",618
"Dungeness River - summer and winter Steelhead",2016,265.835314239955,387.059418663758,460.639909479839,544.665841480878,760.331864741559,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2017,268.193490406369,330.186765902702,370.891692150692,425.186045606694,564.440653027787,"Puget Sound steelhead",311
"Dungeness River - summer and winter Steelhead",2018,253.063597210071,349.31317977138,411.943864037668,483.860928887151,684.531618470812,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2019,286.984749134006,377.869491668,426.54520573686,479.603232360674,609.596213551944,"Puget Sound steelhead",467
"Dungeness River - summer and winter Steelhead",2020,230.504622089499,322.548461826236,377.834579314906,445.246051480317,626.721047371003,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2021,238.629085111848,307.64436288238,344.982818368445,390.576928380998,530.118097033759,"Puget Sound steelhead",329
"Dungeness River - summer and winter Steelhead",2022,170.396226867577,273.380806864662,345.487418780698,435.698977916035,702.319033969777,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2007,49.8356140465433,157.797922676939,271.167076580959,465.988641561099,1525.24953481183,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2008,59.7810748242387,176.391604176758,282.300086545932,470.36924800571,1459.94946375721,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2009,78.6140787925571,206.166380850038,325.040805121811,528.672298299722,1439.65051842471,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2010,106.980806340071,236.468500684764,343.71141255282,513.424944325963,1148.78034203294,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2011,122.012611594241,234.459707270505,315.808816567665,435.844609259761,833.740327923409,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2012,152.677246988378,250.55344539708,317.532856185979,402.356608411088,674.799684146799,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2013,200.263839584516,266.964481385668,302.498730084842,343.851306549228,453.988525638673,"Puget Sound steelhead",290
"Elwha River - winter Steelhead",2014,221.6596816555,292.561597480594,330.46620509718,373.22304223264,475.276011258186,"Puget Sound steelhead",400
"Elwha River - winter Steelhead",2015,176.313976806497,218.763875654731,251.470120307781,292.621672012402,405.10212916787,"Puget Sound steelhead",190
"Elwha River - winter Steelhead",2016,228.146500364981,289.235639657881,324.18662963319,367.271164042593,489.634885978696,"Puget Sound steelhead",320
"Elwha River - winter Steelhead",2017,306.774342007602,382.909788300574,428.588904933146,484.686357314661,631.781514017703,"Puget Sound steelhead",375
"Elwha River - winter Steelhead",2018,477.823962612838,612.568581898869,690.022730911346,769.677116602359,971.33270687771,"Puget Sound steelhead",731
"Elwha River - winter Steelhead",2019,636.53647282932,841.367551263047,940.726094191826,1054.41342836914,1332.45950372007,"Puget Sound steelhead",947
"Elwha River - winter Steelhead",2020,760.150292549071,1041.86244367141,1207.01100496945,1370.74633415732,1728.37144142006,"Puget Sound steelhead",1479
"Elwha River - winter Steelhead",2021,733.449882054422,1031.4600738317,1174.86381218012,1334.45769387807,1715.90546215886,"Puget Sound steelhead",1182
"Elwha River - winter Steelhead",2022,523.039340350964,926.235010971729,1199.1110099006,1563.88422917413,2515.67735324126,"Puget Sound steelhead",NA
"Nisqually River - winter Steelhead",2007,278.467983843706,406.5496846535,486.641034149489,580.897822359226,882.771402896511,"Puget Sound steelhead",444
"Nisqually River - winter Steelhead",2008,311.595852683543,444.19855012112,527.667781112251,627.629137537607,882.458490255553,"Puget Sound steelhead",722
"Nisqually River - winter Steelhead",2009,247.706530259995,344.302509674632,415.336891713883,503.619065809102,751.525737119403,"Puget Sound steelhead",289
"Nisqually River - winter Steelhead",2010,307.180082514479,435.98280877175,518.440166587387,615.339384167516,854.619610409256,"Puget Sound steelhead",761
"Nisqually River - winter Steelhead",2011,264.668379244289,365.035776098003,436.552450901581,520.673293860078,760.351834480231,"Puget Sound steelhead",297
"Nisqually River - winter Steelhead",2012,248.182285834661,354.294559524545,429.720655220061,525.596607821832,766.236739819089,"Puget Sound steelhead",265
"Nisqually River - winter Steelhead",2013,376.432572010241,509.11462167204,599.524924359125,701.682378347038,954.10028954318,"Puget Sound steelhead",699
"Nisqually River - winter Steelhead",2014,432.25334530142,571.348762478412,664.544682323836,785.719719971572,1063.96243509092,"Puget Sound steelhead",593
"Nisqually River - winter Steelhead",2015,580.762645909775,827.482463587356,976.997082835782,1151.45898726219,1544.38936684718,"Puget Sound steelhead",1126
"Nisqually River - winter Steelhead",2016,683.999804392244,1013.83664625236,1236.44276240625,1506.68096544871,2150.50396883312,"Puget Sound steelhead",2035
"Nisqually River - winter Steelhead",2017,576.200354442832,812.50392040582,977.188392902112,1161.03315915629,1615.53211809876,"Puget Sound steelhead",616
"Nisqually River - winter Steelhead",2018,833.472118561017,1198.19384580903,1434.09317046274,1690.42198614232,2307.72711835656,"Puget Sound steelhead",1738
"Nisqually River - winter Steelhead",2019,856.214388650532,1275.24975962517,1540.03554447293,1838.76073514795,2529.32909199071,"Puget Sound steelhead",1950
"Nisqually River - winter Steelhead",2020,773.408673423645,1142.47385151907,1369.27334747954,1641.69119468713,2457.61719138216,"Puget Sound steelhead",1257
"Nisqually River - winter Steelhead",2021,555.757382437225,1048.28209363574,1395.32697543854,1870.76102263682,3396.60490929224,"Puget Sound steelhead",NA
"Nisqually River - winter Steelhead",2022,438.908555455227,1003.02254949946,1424.87405754537,2043.55834824718,4353.00780620991,"Puget Sound steelhead",NA
"Nooksack River - winter Steelhead",2007,685.245770921913,1325.15167964372,1861.30742655601,2607.59995738784,5431.78448668856,"Puget Sound steelhead",NA
"Nooksack River - winter Steelhead",2008,786.817701163406,1396.65073287691,1836.86285456445,2498.01082529265,4656.58460383123,"Puget Sound steelhead",NA
"Nooksack River - winter Steelhead",2009,907.423990750124,1461.58790259964,1816.65931780381,2307.66395559048,3797.98944543042,"Puget Sound steelhead",NA
"Nooksack River - winter Steelhead",2010,1301.50504524619,1673.84967713433,1862.58167046485,2052.57471268495,2608.772330931,"Puget Sound steelhead",1901
