"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"eps[1,1]",-0.824654247933089,0.0142759728391966,0.639214281681805,-2.02674302933018,-1.26914002172377,-0.838047414433178,-0.41005469481883,0.487847810272939,2004.848284634,1.00035706754208
"eps[1,2]",0.279537998332867,0.010490934196238,0.614585354486052,-0.912484770980274,-0.12548537993203,0.261237959208666,0.663523178932066,1.52899328342688,3431.91156150303,0.999987698685601
"eps[1,3]",0.547950298914332,0.0120803816716989,0.678267058334734,-0.812293253431602,0.104688294168754,0.551348238772495,1.01084678691815,1.87873657490962,3152.39143272231,1.00076996185453
"eps[1,4]",-0.0190961894165827,0.0129056966631305,0.688597658825133,-1.36348396393121,-0.475235285451822,-0.0156709095609932,0.438699802729757,1.30293839457489,2846.87354858238,1.00097921642134
"eps[1,5]",0.529413411322332,0.0128534507266837,0.709866257724191,-0.850214962365781,0.0545849568709244,0.518647966478082,0.998856936560953,1.95209915205805,3050.09658743929,1.00036393610891
"eps[1,6]",-0.080166341014255,0.0196661270252907,0.982029969521337,-2.006511239778,-0.743765980086053,-0.0881969934300072,0.588748646891387,1.870872488911,2493.51395759171,1.00059803462934
"eps[1,7]",0.64114607609163,0.0140558212728464,0.808770505737601,-1.02511084121048,0.103921688985307,0.659622960855493,1.17752161775477,2.2175007372542,3310.83972587334,1.00062758673072
"eps[1,8]",0.154467432950963,0.0146495034314022,0.842144767475674,-1.51084805495915,-0.388957297756562,0.168442775034821,0.73261216992835,1.7480620345432,3304.66698361825,0.999410052219418
"eps[1,9]",-0.125224819486982,0.0185882457791787,0.987720986470472,-2.04433664254578,-0.800154583883951,-0.106965880801928,0.521280390065231,1.80877753105468,2823.52573547424,1.00116260425741
"eps[1,10]",1.10338996558504,0.0158537281624582,0.788921846513101,-0.570776251084016,0.597048175867027,1.15138980731922,1.62732542329296,2.57563659084095,2476.31079329158,1.00122063329051
"eps[1,11]",-0.0349685051344262,0.0118912780408181,0.929262187339163,-1.8429558445861,-0.657869134441765,-0.035698592899377,0.5788471146048,1.77704885487356,6106.88108664852,0.99971387085707
"eps[1,12]",0.0247241742297704,0.0107452035996671,0.874855831410852,-1.67305591210966,-0.575816299463651,0.0244642782399214,0.619147474196143,1.73273805797637,6628.9338339995,0.9999392558068
"eps[1,13]",0.14933149863413,0.0112705749211952,0.935472124454574,-1.67487245285659,-0.491411265344994,0.133066943152411,0.784538536700283,1.99441662123389,6889.21218204594,0.999405644363171
"eps[1,14]",-0.109958206168092,0.0107164777373691,0.926015512488257,-1.92845646170865,-0.734030372442473,-0.113296033410668,0.512804201813949,1.71703499515273,7466.76343064678,0.999838518013321
"eps[2,1]",1.05485760987898,0.0139724104885523,0.654688923911179,-0.313858737964409,0.651643614317819,1.09440995525546,1.48737635478141,2.24967770993918,2195.46902879407,1.00028088254647
"eps[2,2]",0.880762947233527,0.00904498503242383,0.599410197217451,-0.325167746647095,0.488670462309164,0.89808885905743,1.27875212605657,2.0295532193529,4391.69881981061,0.999183167579566
"eps[2,3]",-0.233129822675234,0.0143106059554424,0.814703864453637,-1.84987078686896,-0.770138122093937,-0.23451287805508,0.322625276591553,1.32291575111482,3241.03339268135,1.00164516626501
"eps[2,4]",-0.612921418720783,0.0144306896385115,0.72032235515347,-1.95114983538476,-1.09705304879938,-0.638572820790732,-0.145909743377224,0.861715974604488,2491.60740990955,0.999910421176785
"eps[2,5]",0.896314820838056,0.0103607817660772,0.70779247165554,-0.554648850864283,0.440023481094318,0.906340907335134,1.34678049275864,2.30295414152906,4666.88206257305,1.00010196929859
"eps[2,6]",0.0524560987997779,0.016950117358086,0.985668358214323,-1.87878499465518,-0.601565057190096,0.0637069492683536,0.683404498967711,1.98329052648312,3381.55309833792,1.00039492168038
"eps[2,7]",0.579916599734296,0.0136466353792534,0.791663211703519,-1.00238432654202,0.0644170330150222,0.598465609873265,1.10077435875258,2.11230206947107,3365.34623393496,1.00001775351835
"eps[2,8]",-0.522292891869358,0.0134189948332194,0.794000711861885,-2.03082670700484,-1.05671810879341,-0.546754793328015,0.00676097646321489,1.10662977397218,3501.07820786988,0.999790395402951
"eps[2,9]",0.50619037657645,0.0142078576672395,0.840680480155647,-1.19368051765439,-0.0533513862044561,0.510619132819592,1.07352762780636,2.12349407442644,3501.10174350442,1.00029016539
"eps[2,10]",0.97453921656896,0.0118972011791312,0.814886185317407,-0.65948248556938,0.44636654808658,0.989388199006516,1.51565929046577,2.56742031315562,4691.41983498601,0.999604455064046
"eps[2,11]",0.0225177629062292,0.0120068829921913,0.969255564913833,-1.89470248706095,-0.622420472599071,0.0324174825711369,0.664576399393651,1.94014982428595,6516.52475594486,1.00002159891939
"eps[2,12]",-0.0529313447056374,0.0111165655317393,0.868775488621652,-1.69893728118669,-0.652437241276021,-0.0635688351590632,0.536699309923979,1.65468262558173,6107.64594956625,0.999206865025978
"eps[2,13]",-0.0800656006529409,0.0114898225022975,0.935768206004665,-1.93632716242386,-0.688494616342701,-0.0753302463136022,0.55043692278583,1.80127472149805,6632.9989939506,0.999366466431484
"eps[2,14]",-0.117050907383964,0.0107469375351779,0.947658574816215,-1.93843643330745,-0.766613378958391,-0.111168742485433,0.51815125843942,1.78367735575219,7775.6077515603,0.999259410333221
"eps[3,1]",-0.397740527230424,0.0097010328912411,0.608770329444973,-1.61561943797757,-0.803230228662033,-0.397965374590763,0.00929525628028374,0.790469063148842,3937.9572820548,0.999535304315067
"eps[3,2]",0.937481794893998,0.0160281278116576,0.631007903934649,-0.253792724418998,0.514300630788036,0.922698064587996,1.33922276858834,2.24327810783195,1549.90116441221,1.00135683511964
"eps[3,3]",-0.189693805200177,0.0160363950171908,0.851835843487859,-1.87232160305813,-0.746717199292408,-0.184556187314946,0.389561631653106,1.45253357999169,2821.61873105881,0.999614372021109
"eps[3,4]",1.07084229350204,0.015204376648475,0.706259325043161,-0.339535217072059,0.605284159056882,1.09125664311976,1.52831454365204,2.44979413007692,2157.70044403687,1.00129109123943
"eps[3,5]",0.412799961929451,0.0113022831004989,0.727567877656148,-0.974336197872613,-0.0895701147058909,0.394567725880782,0.9100206431113,1.79911502743425,4143.95156307004,0.999406426167586
"eps[3,6]",0.243673997032041,0.0178334037607084,0.972340662585602,-1.63769066957411,-0.420693223738934,0.2259899836859,0.901138242200004,2.159470996628,2972.81861118231,1.00300800618851
"eps[3,7]",0.292957659373856,0.0135476124237291,0.827676890491595,-1.32951085227071,-0.244409443537351,0.296909184426999,0.83719610207597,1.92031462158741,3732.4683316309,0.999388402524648
"eps[3,8]",-0.613421693639762,0.0142093212961871,0.825792391437093,-2.22147403319505,-1.16629403706898,-0.619640015485181,-0.0839086176307597,1.03482628871313,3377.49788139999,0.999321918577631
"eps[3,9]",0.30491737642766,0.0132133236777604,0.852598073495344,-1.35381367614629,-0.262682549598297,0.313010641527465,0.867304904151027,1.95630804387434,4163.55730578767,1.00044951205
"eps[3,10]",0.399633597130077,0.0223791807235944,0.847307301415945,-1.18765620143261,-0.172136964823842,0.398820815449571,0.924416772831871,2.13054761514196,1433.48624732593,1.00253099943737
"eps[3,11]",0.837774231880788,0.0161888185731955,0.924530948040021,-1.02817630935685,0.227878510893156,0.870148854620958,1.45327460093218,2.58931869804651,3261.46404335215,0.999907280575372
"eps[3,12]",0.187492280740511,0.0160881719442902,0.893698957665054,-1.50789124910888,-0.413675855367946,0.169120533663884,0.783472847673447,1.96835724993991,3085.80944823561,0.999260130894683
"eps[3,13]",-0.015050577447704,0.0129362885837303,0.991940301103489,-1.95804028528697,-0.675200562922102,-0.0126858823506694,0.650600186470615,1.92720270057871,5879.65278551633,0.999398963453601
"eps[3,14]",0.381561493804038,0.011599716104074,0.954911153970223,-1.50000572960147,-0.256435964065553,0.39165921997989,1.04353137025043,2.20300470315054,6776.90210107141,0.99919945398172
"eps[4,1]",-0.21612250914958,0.00964213557665303,0.586043220371481,-1.33835400941332,-0.611966609422318,-0.243543002142228,0.153112004677643,1.01748072984067,3694.13553122592,0.999633551856899
"eps[4,2]",1.42345071836097,0.00973317412022131,0.587038735535262,0.287175644934313,1.02835021591759,1.41606885671192,1.81258860949404,2.61473993600937,3637.68033671204,1.00084801876234
"eps[4,3]",0.049111921502895,0.0128029946016011,0.701508113970964,-1.31394916464194,-0.411128913048364,0.040256430174561,0.497997077734127,1.45003880526523,3002.21833239728,1.00024654984397
"eps[4,4]",0.983632123943606,0.0105980943946095,0.675251399141181,-0.339244508915814,0.524360503554045,1.00693912606538,1.43155079662637,2.28034155366179,4059.526855227,1.00038983406998
"eps[4,5]",0.605063065246186,0.0116007241492824,0.704777750274689,-0.792535356889262,0.133818124403383,0.616257207849278,1.08550013889366,1.99337244071225,3690.91607449989,1.0000841086651
"eps[4,6]",0.116584074412942,0.0187888159878686,0.963445072688242,-1.73233182586729,-0.541369712278301,0.116857158189269,0.749661371213455,2.05525495356281,2629.3905259558,0.999934680716106
"eps[4,7]",0.211754769326693,0.0139076680590757,0.806557577846393,-1.40266555445824,-0.313424176029019,0.223935786315747,0.748683269830439,1.77471194437549,3363.2729820067,1.00002677100864
"eps[4,8]",0.44620836426662,0.0153438194536017,0.823454670788301,-1.20762130123406,-0.0997091037475311,0.475572495746262,1.00918904950923,2.01992777509313,2880.13228411872,0.999934445034825
"eps[4,9]",0.16948252452756,0.0133527160716534,0.83257012774643,-1.51107420138945,-0.375125179053599,0.178213545491406,0.744134797079194,1.79061591751472,3887.78661559492,1.00053210941447
"eps[4,10]",0.563204704978341,0.0134626075957058,0.801432151664843,-1.09279077292606,0.0497224675763109,0.585072493514435,1.10663873714078,2.09937269958324,3543.84850576772,0.99991200272312
