"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.0651675332105011,-0.0215243799152885,-6.23166801335699e-05,0.0226135959584984,0.070383233925095,"Coweeman River - winter Steelhead","Lower Columbia steelhead"
-0.064395813778401,-0.0200716321199498,0.00190051916852935,0.0240636841515204,0.0756201454545137,"East Fork Lewis River - summer Steelhead","Lower Columbia steelhead"
-0.0622499423523941,-0.0187309387030767,0.00231695723132294,0.0237956785846916,0.0756797637456727,"East Fork Lewis River - winter Steelhead","Lower Columbia steelhead"
-0.0697282238110418,-0.0236342077990895,-0.000731555484286873,0.0227861086962752,0.0716781989901742,"Kalama River - summer Steelhead","Lower Columbia steelhead"
-0.0787664579771159,-0.027494685509349,-0.00508019886733014,0.0171513360980143,0.0645168053384868,"Kalama River - winter Steelhead","Lower Columbia steelhead"
-0.0807047150903009,-0.0264039681015118,-0.00408339036897782,0.0195981461533556,0.0686244010807676,"Lower Cowlitz River - winter Steelhead","Lower Columbia steelhead"
-0.0700804380362313,-0.0225556733671824,-0.000132489688535658,0.022448047717361,0.0760823596887135,"North Fork Toutle River - winter Steelhead","Lower Columbia steelhead"
-0.0729217581411796,-0.0253799196549353,-0.00212113698208287,0.0209241670152804,0.0690233464335915,"South Fork Toutle River - winter Steelhead","Lower Columbia steelhead"
-0.0687626562073334,-0.0218601376791797,0.000496341512678578,0.0225979439587903,0.073083826916887,"Tilton River - winter Steelhead","Lower Columbia steelhead"
-0.0710624409592058,-0.0211498936018699,0.0021220691497135,0.0244051969526255,0.0825917518326724,"Upper Cowlitz River - winter Steelhead","Lower Columbia steelhead"
-0.0809244962960078,-0.0308353355541202,-0.00818681120376355,0.01384153590521,0.0603036376347578,"Upper Gorge Tributaries - winter Steelhead","Lower Columbia steelhead"
-0.0642255812368062,-0.0205956335206579,0.00133172203387166,0.0233420480336121,0.07787085077405,"Washougal River - summer Steelhead","Lower Columbia steelhead"
-0.0693542028743008,-0.0226011519204277,-0.00212594874318886,0.0208273983620383,0.0712965229062529,"Washougal River - winter Steelhead","Lower Columbia steelhead"
-0.0701076458562406,-0.0240610948379855,-0.00166262411383717,0.0202632325601696,0.0680328921348697,"Wind River - summer Steelhead","Lower Columbia steelhead"
