"ESU","MAJOR_POPULATION_GROUP","COMMON_POPULATION_NAME","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","AGE_1_RETURNS","AGE_2_RETURNS","AGE_3_RETURNS","AGE_4_RETURNS","AGE_5_RETURNS","AGE_6_RETURNS","AGE_7_RETURNS"
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2010,4214,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2011,3730,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2012,3070,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2013,3755,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2014,7069,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2015,1167,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2016,3237,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2017,2718,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2018,2849,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2019,3408,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2020,4766,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"Coweeman River - late Coho salmon","Coho salmon","Unspecified","Coweeman River",2021,4774,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2010,1739,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2011,1908,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia coho",NA,"East Fork Lewis River - early and late Coho salmon","Coho salmon","Unspecified",NA,2012,2661,1,-99,-99,-99,-99,-99,-99,-99,-99
