"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"eps[1,1]",-0.194022157298923,0.022845944672373,0.840602268497703,-1.88530943474679,-0.743889513385277,-0.231938376190442,0.354809794054826,1.54413497470885,1353.82607349271,1.00044734390836
"eps[1,2]",-0.252461310029748,0.020553910853849,0.853478793536188,-1.89511504569761,-0.815760361397056,-0.285190185778797,0.291581335670099,1.51830301076739,1724.23530004752,1.00056017149992
"eps[2,1]",0.405838530532703,0.0122835840051188,0.59135001321159,-0.843588868824923,0.0536279207238419,0.420389494124343,0.755592048869137,1.56278368349598,2317.60287651231,0.999625184737721
"eps[2,2]",-0.102800015724824,0.0201696054354194,0.789839061830402,-1.73823722752524,-0.573718645582315,-0.0801842507184806,0.399132413764464,1.43123093812622,1533.49516612723,1.00287063294465
"eps[3,1]",-0.00498016872885508,0.0130729254158127,0.616362792691238,-1.21207557973122,-0.373395142246827,-0.0155386981012888,0.32681580939946,1.33672485210397,2222.93754794993,1.00088108730182
"eps[3,2]",-1.01317586696125,0.0381251779805578,0.925016207578461,-2.64615804777361,-1.67010772989512,-1.11297931573223,-0.442465525381667,1.01178929750048,588.674095166831,1.00376327809239
"eps[4,1]",0.574787745813183,0.0124079459834961,0.591912560089851,-0.61211016865751,0.208598854432757,0.542311548822035,0.921982887675797,1.78457231925429,2275.70164186209,1.00133976972375
"eps[4,2]",0.0589116464125198,0.0155345083834753,0.785499300645577,-1.57420706926424,-0.449750416849161,0.0827697063099561,0.561859404618429,1.61334408869983,2556.79894134077,1.00049789529544
"eps[5,1]",0.984649439201489,0.0184386088220482,0.650552887991013,-0.537727919515549,0.656953345552641,1.0246592377434,1.38757476299031,2.189598741489,1244.82676284458,1.00050134179106
"eps[5,2]",0.516248128751696,0.0195958503866386,0.820998740188315,-1.24981272718905,0.00895479219148092,0.583025666840275,1.03101412500392,2.00349846215833,1755.32181985368,1.00221779547877
"eps[6,1]",-0.790694531355539,0.0156635477700121,0.60778167881311,-1.98226009624541,-1.16861451437781,-0.793667782899469,-0.439372891126369,0.494963279677632,1505.61848121133,1.00152100432905
"eps[6,2]",0.00988569533906746,0.0183850406528699,0.77820841094431,-1.52804742522503,-0.494542993085466,-0.00346061254531173,0.525293149944486,1.53345761042826,1791.68910056505,1.00387738066468
"eps[7,1]",-1.91115852000695,0.031614781954405,0.764287305906923,-3.24995316096186,-2.39633407488707,-1.9819305771796,-1.50923640106317,-0.0896311042589706,584.430551834749,1.00070650565991
"eps[7,2]",-0.382156120649351,0.0242922297055823,0.901186109694129,-2.1127962675148,-0.994668905603893,-0.390728006777768,0.244909101125217,1.39549964344198,1376.24013862651,1.00164663692662
"eps[8,1]",0.332456764225942,0.0222894293497135,0.665312482347432,-1.28535700600004,0.0225931679487224,0.413903033488744,0.755670343262174,1.44455198590149,890.950228221458,1.00239584952247
"eps[8,2]",0.640454876555127,0.0288346538509532,0.86213338375701,-1.19458202045047,0.124605624679422,0.692083873303444,1.24778860156516,2.13501643676434,893.962785563373,1.00124498147718
"eps[9,1]",-0.669187588296855,0.0151387501773187,0.610514024058899,-1.83385828314832,-1.03377353991383,-0.702863633148801,-0.340850613202743,0.652961835884189,1626.33962913712,1.00112433737563
"eps[9,2]",-0.348513518747572,0.0261122613543829,0.816947171369513,-1.76239853631996,-0.924637535715119,-0.428397237703515,0.156715279023614,1.42933592649226,978.811310199173,1.00461440645261
