"COMMON_POPULATION_NAME","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","ESU_DPS"
"Skokomish River - fall Chinook salmon",-0.0383433693288296,0.00366879896472174,0.025686982382788,0.0478405412186271,0.0953220799084463,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skykomish River - summer Chinook salmon",-0.0409310036834738,0.00270265648057514,0.0247340166887096,0.0472456816480557,0.0948388299532989,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snoqualmie River - fall Chinook salmon",-0.0442087487125883,-0.00066117962410229,0.0212292233485735,0.0427536240701661,0.0899618194747282,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Nooksack River - spring Chinook salmon",-0.0438488253944926,0.00273556034691742,0.0249954655111183,0.0471553517398096,0.0940982659741386,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Stillaguamish River - fall Chinook salmon",-0.0471915459749673,0.000134137627704405,0.0224371874911623,0.0444295329195939,0.093595766607661,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Suiattle River - spring Chinook salmon",-0.031799583725592,0.00637908349159308,0.0280989467412997,0.0495797900718064,0.0952425902462114,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Sauk River - spring Chinook salmon",-0.023990158554621,0.0146874519182798,0.0357395850783513,0.0596830753721455,0.109350162163256,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Skagit River - summer Chinook salmon",-0.036012992462973,0.00532384504182224,0.0269563124888196,0.0488947760516931,0.094252982803338,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"White River - spring Chinook salmon",-0.0345123710263452,0.00607499247812127,0.0271538641835256,0.0494425334486857,0.095213707327852,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snake River - fall Chinook salmon",-0.0663916943486439,0.0343215163590866,0.0802556250683349,0.124771075336079,0.212477269159969,"Snake River fall Chinook","Salmon, Chinook (Snake River fall-run ESU)"
"Asotin Creek - spring Chinook salmon",-0.251191858206702,-0.095646399263924,-0.0239586541879945,0.0464491768638532,0.187617738142622,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Tucannon River - spring Chinook salmon",-0.280840429273075,-0.124554695010479,-0.0539623682252869,0.0185068646683878,0.161145993317774,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Entiat River - spring Chinook salmon",-0.108749902712105,-0.00299740707211337,0.0502257883597921,0.10315530530805,0.219510044340285,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Methow River - spring Chinook salmon",-0.110215614020251,-0.00331222425613358,0.0511386199269673,0.104173743029536,0.220841237914027,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Wenatchee River - spring Chinook salmon",-0.110547728529107,-0.00603943838600053,0.0474156464510861,0.0990348045211207,0.208577917314646,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Grays and Chinook Rivers - fall Chum salmon",-0.12239981526933,-0.00500208043654257,0.0462684876947695,0.0999375186777418,0.211151779443689,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Lower Gorge Tributaries - fall Chum salmon",-0.11999709002324,0.000660023096560892,0.0552872082699242,0.11037237524786,0.231944048005611,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Upper Gorge Tributaries - fall Chum salmon",-0.107047344452701,0.00469871373484784,0.0559316315205327,0.107250750361716,0.222793314111749,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Washougal River - fall Chum salmon",-0.116507490905531,-0.00476372522224806,0.0477752805086986,0.0986582488682266,0.21321855621191,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
"Hood Canal - summer chum salmon",-0.120735966462393,0.0286380095487849,0.0893087189495399,0.129429350636477,0.265515324810563,"Hood Canal summer chum","Salmon, chum (Hood Canal summer-run ESU)"
"Strait of Juan de Fuca - summer chum salmon",-0.095285114920124,0.0518784758372438,0.136524024153297,0.18974832163752,0.29275329917171,"Hood Canal summer chum","Salmon, chum (Hood Canal summer-run ESU)"
"Coweeman River - late Coho salmon",-0.102175092509126,-0.0178566525184154,0.0213244976188391,0.0599202807494254,0.128479250657221,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"East Fork Lewis River - early and late Coho salmon",-0.0887079899005219,-0.0126524341588308,0.0259041195629124,0.0643682564278037,0.135741520912595,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Elochoman River - late Coho salmon",-0.0903696222439073,-0.0119373384986894,0.0261109187637309,0.0647870850413056,0.138028901622506,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Grays and Chinook Rivers - late Coho salmon",-0.087007859819411,-0.0052612412525719,0.0319299105759663,0.070762110571625,0.148388961845309,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Kalama River - late Coho salmon",-0.0789843049337575,-0.00170724821108212,0.035692467875841,0.0736429727393193,0.15254800842301,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Lower Cowlitz River - late Coho salmon",-0.108898001220067,-0.0244757886090511,0.0177868674038056,0.0560485443240298,0.129858153120886,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Lower Gorge Tributaries - late Coho salmon",-0.0854297666346281,-0.00795733040638881,0.030245345991282,0.0665581383043229,0.140348640764321,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Mill, Abernathy, and Germany Creeks - late Coho salmon",-0.0883515348899875,-0.0100081682866572,0.0276664411266403,0.0670617815197403,0.140978786133414,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"North Fork Lewis River - early and late Coho salmon",-0.0897387681285157,-0.00998451229450596,0.0291968819575938,0.0677995019607984,0.139492651767473,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"North Fork Toutle River - early and late Coho salmon",-0.0981054080444157,-0.0164996375225951,0.0213225949823123,0.0581940078680936,0.133282933518438,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Salmon Creek - late Coho salmon",-0.106080338652835,-0.0249774323081116,0.0170911468508643,0.0546060344345699,0.125740230992521,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"South Fork Toutle River - early and late Coho salmon",-0.0979306723794156,-0.0156387487981582,0.0222307142291819,0.0581997356098738,0.131991630472215,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Tilton River - early and late Coho salmon",-0.0892903507176682,-0.00807287747313665,0.0283499502747797,0.0662366746153664,0.137988698730994,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Upper Cowlitz River - early and late Coho salmon",-0.0923690625429806,-0.013401820692723,0.024410658282097,0.0609875428881457,0.131814670340582,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Washougal River - late Coho salmon",-0.106051157964645,-0.022384187387563,0.0179499889449652,0.0543036433894218,0.126791223239875,"Lower Columbia coho","Salmon, coho (Lower Columbia River ESU)"
"Ozette Lake - sockeye salmon",-0.203471801340925,-0.0630449409649872,-0.00465192994607844,0.0510854778531612,0.178878118909942,"Ozette Lake sockeye","Salmon, sockeye (Ozette Lake ESU)"
"Coweeman River - winter Steelhead",-0.069936270651471,-0.0285467044211068,-0.00708483202978742,0.0110537152453432,0.0554873553728086,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"East Fork Lewis River - summer Steelhead",-0.0687258612849312,-0.0267228360909146,-0.00585743894493898,0.0131841666751336,0.0611849464382866,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"East Fork Lewis River - winter Steelhead",-0.0722297986512867,-0.0290993858955888,-0.0115119860057735,0.0110394344870874,0.0582819644370451,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Kalama River - summer Steelhead",-0.0718014874978178,-0.0275186041622355,-0.00976769743327405,0.013270350940303,0.0620064155078424,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Kalama River - winter Steelhead",-0.0745656394187996,-0.0298601114300592,-0.00816863490342956,0.0103499111511744,0.0605947871647902,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Lower Cowlitz River - winter Steelhead",-0.0767640813028272,-0.0298004934505927,-0.00909691620931042,0.0109713361098683,0.0600739068070062,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Lower Gorge Tributaries - winter Steelhead",-0.0746396953551764,-0.0290785411660438,-0.00679457790717833,0.013930982625498,0.0608469494036712,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"North Fork Toutle River - winter Steelhead",-0.071658912426259,-0.0274663074119489,-0.0053446839163984,0.0145524192610576,0.0627835089514066,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"South Fork Toutle River - winter Steelhead",-0.0748797012426093,-0.030573928840232,-0.00967140463250166,0.00903254579788568,0.0578444666439884,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Tilton River - winter Steelhead",-0.0735615668129679,-0.0283571615934045,-0.0113612051125933,0.0112370568239193,0.0578301205136617,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Upper Cowlitz River - winter Steelhead",-0.0712591475070057,-0.0274942956960031,-0.00693585538558038,0.014568300751719,0.0691103062560306,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Upper Gorge Tributaries - winter Steelhead",-0.0807382471209026,-0.0352231906591132,-0.0130477166875389,0.00540720885298667,0.0522022716157089,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Washougal River - summer Steelhead",-0.0696465408503877,-0.0272693785283428,-0.00566413179871373,0.012145544118182,0.059811197119683,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Washougal River - winter Steelhead",-0.0711264356666413,-0.0286007275006819,-0.00693427254718453,0.011407971320947,0.0598815663446672,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Wind River - summer Steelhead",-0.0715660050994163,-0.0292459442307066,-0.00726833145358885,0.0105571724979599,0.0574974057045531,"Lower Columbia steelhead","Steelhead (Lower Columbia River DPS)"
"Klickitat River - summer and winter Steelhead",-0.131502041526894,-0.0591124393700087,-0.0220305373553377,0.0130392963165551,0.0859010480624772,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Naches River - summer Steelhead",-0.135919091330454,-0.0635990703103724,-0.024971148764939,0.0115106350386006,0.0819498553169783,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Rock Creek - summer Steelhead",-0.144661850067157,-0.0634459071352261,-0.0249749936592604,0.00953454419894446,0.0872690669680998,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Satus Creek - summer Steelhead",-0.13530428475406,-0.0617667687219713,-0.0240858265496972,0.0125241430893871,0.0808776214341069,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Toppenish Creek - summer Steelhead",-0.13701691598435,-0.062377090417231,-0.0269593760932146,0.00805487693540847,0.0751075790060909,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Touchet River - summer Steelhead",-0.129806378211094,-0.058769812682534,-0.0224297570824573,0.0125242196937347,0.0827458033384248,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Walla Walla River - summer Steelhead",-0.140817226368118,-0.0662662580575057,-0.0289497268189365,0.00631311100036609,0.0765920873436571,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Yakima River Upper Mainstem - summer Steelhead",-0.124334411695777,-0.0529975704818099,-0.0170925942065052,0.0195832740588796,0.0940845075700005,"Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)"
"Dungeness River - summer and winter Steelhead",-0.0737659052237826,-0.0317521279020528,-0.0137626048499417,0.0040026237826681,0.0466978368880742,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Elwha River - winter Steelhead",-0.0688540847412151,-0.0268411419116729,-0.00921816647089962,0.00926433204454942,0.0636588477715162,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Nisqually River - winter Steelhead",-0.0602450412068533,-0.0234518881453882,-0.00595598196023478,0.0125297123823042,0.0589448392417279,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Nooksack River - winter Steelhead",-0.0730437768132662,-0.0312778763213834,-0.0144897953976612,0.00237106332316288,0.0418554052228553,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Pilchuck River - winter Steelhead",-0.0887343220000804,-0.0374346359512115,-0.0181901856154018,0.000368004575006758,0.0386720919788407,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Samish River and Bellingham Bay Tributaries - winter Steelhead",-0.0576108267906991,-0.0244901995433512,-0.00706394192734464,0.0123746407014802,0.0598573578735411,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Skagit River - summer and winter Steelhead",-0.0612137521939687,-0.0256387041448427,-0.00806196662457299,0.0108929343203374,0.0561778547728437,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Snohomish/Skykomish Rivers - winter Steelhead",-0.0632003212580496,-0.0274688364543039,-0.0102051865962894,0.00744351139494878,0.0506910683612775,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Snoqualmie River - winter Steelhead",-0.0699927107551521,-0.0298515551578161,-0.0125427142020253,0.00498724439945499,0.0438381941908332,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"South Hood Canal Tributaries - winter Steelhead",-0.0824856102856854,-0.033988442468106,-0.0154560582191522,0.00190515714944228,0.040914458922406,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Tolt River - summer Steelhead",-0.0617075852932502,-0.0267661346495752,-0.00977514964347749,0.00885753814943992,0.0511793574696222,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"White River - winter Steelhead",-0.0710750425706441,-0.0297295301045309,-0.0119062922272094,0.00693037040337387,0.0517409678955267,"Puget Sound steelhead","Steelhead (Puget Sound DPS)"
"Joseph Creek - summer Steelhead",-0.290178492016013,-0.167851481382079,-0.112877827301172,-0.0506379709983142,0.076958110029614,"Snake River steelhead","Steelhead (Snake River Basin DPS)"
"Tucannon River - summer Steelhead",-0.24429989851179,-0.136225497935175,-0.0885898477512854,-0.0357424154658335,0.0929654838547674,"Snake River steelhead","Steelhead (Snake River Basin DPS)"
"Entiat River - summer Steelhead",-0.0994235441032049,0.00197227045559711,0.0517065993619553,0.104772100986906,0.207524328740545,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
"Methow River - summer Steelhead",-0.10840010992677,-0.00776144527691144,0.0391255566315755,0.0866650486127713,0.173061096272978,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
"Okanogan River - summer Steelhead",-0.10472196367992,-0.000284391917513681,0.0505722951096543,0.100195548339855,0.199297970308854,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
"Wenatchee River - summer Steelhead",-0.119324792737269,-0.0205161416506274,0.031218394225516,0.0787403310824728,0.173356907375553,"Upper Columbia steelhead","Steelhead (Upper Columbia River DPS)"
