"SASISTOCKNUM","SASISTOCKNAME","COMMONNAME","RUN","RECOVERYDOMAIN","ESU_DPS","MAJORPOPGROUP","POPID","ESAPOPNAME","COMMONPOPNAME","POPFIT","POPFITNOTES","ESTIMATETYPE","WATERBODY","SPAWNINGYEAR","METHODNUMBER","BESTVALUE","nosaij","nosaijlowerlimit","nosaijupperlimit","nosaijalpha","nosaej","nosaejlowerlimit","nosaejupperlimit","nosaejalpha","phosij","phosijlowerlimit","phosijupperlimit","phosijalpha","phosej","phosejlowerlimit","phosejupperlimit","phosejalpha","tsaij","tsaijlowerlimit","tsaijupperlimit","tsaijalpha","tsaej","tsaejlowerlimit","tsaejupperlimit","tsaejalpha","Age2Prop","Age2PropLowerLimit","Age2PropUpperLimit","Age3Prop","Age3PropLowerLimit","Age3PropUpperLimit","Age4Prop","Age4PropLowerLimit","Age4PropUpperLimit","Age5Prop","Age5PropLowerLimit","Age5PropUpperLimit","Age6Prop","Age6PropLowerLimit","Age6PropUpperLimit","Age7Prop","Age7PropLowerLimit","Age7PropUpperLimit","Age8Prop","Age8PropLowerLimit","Age8PropUpperLimit","Age9Prop","Age9PropLowerLimit","Age9PropUpperLimit","Age10Prop","Age10PropLowerLimit","Age10PropUpperLimit","Age11PlusProp","Age11PlusPropLowerLimit","Age11PlusPropUpperLimit","AgePropAlpha","OTHERDATASOURCES","COMMENTS","DATASTATUS"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1970,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,588,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1971,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1972,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,551,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1973,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1974,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1975,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1976,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1977,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1978,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1979,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1980,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1981,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1982,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1983,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1984,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1985,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1986,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1988,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1989,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1990,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1991,1,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1992,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1993,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1994,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1995,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1996,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1997,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1998,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",1999,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",2000,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",2001,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,625,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",2002,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",2003,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",2004,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
"1072 ","Cascade Chinook","Chinook salmon","Spring","Puget Sound","Salmon, Chinook (Puget Sound ESU)","Puget Sound Central East",165,"Salmon, Chinook (Puget Sound ESU) Cascade River - spring","Cascade River - spring Chinook salmon","Same",NULL,NULL,"Cascade River",2005,2,"Yes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Final"
