SASI_STOCK_NUM,SASISTOCKNAME,COMMONNAME,RUN,RECOVERYDOMAIN,MAJORPOPGROUP,POPID,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,ESTIMATETYPE,WATERBODY,SPAWNINGYEAR,METHODNUMBER,BESTVALUE,NOSAIJ,NOSAIJ_SDSID,NOSAIJLOWERLIMIT,NOSAIJUPPERLIMIT,NOSAIJALPHA,NOSAEJ,NOSAEJ_SDSID,NOSAEJLOWERLIMIT,NOSAEJUPPERLIMIT,NOSAEJALPHA,PHOSIJ,PHOSIJLOWERLIMIT,PHOSIJUPPERLIMIT,PHOSIJALPHA,PHOSEJ,PHOSEJLOWERLIMIT,PHOSEJUPPERLIMIT,PHOSEJALPHA,TSAIJ,TSAIJ_SDSID,TSAIJLOWERLIMIT,TSAIJUPPERLIMIT,TSAIJALPHA,TSAEJ,TSAEJ_SDSID,TSAEJLOWERLIMIT,TSAEJUPPERLIMIT,TSAEJALPHA,AGE2PROP,AGE2PROPLOWERLIMIT,AGE2PROPUPPERLIMIT,AGE3PROP,AGE3PROPLOWERLIMIT,AGE3PROPUPPERLIMIT,AGE4PROP,AGE4PROPLOWERLIMIT,AGE4PROPUPPERLIMIT,AGE5PROP,AGE5PROPLOWERLIMIT,AGE5PROPUPPERLIMIT,AGE6PROP,AGE6PROPLOWERLIMIT,AGE6PROPUPPERLIMIT,AGE7PROP,AGE7PROPLOWERLIMIT,AGE7PROPUPPERLIMIT,AGE8PROP,AGE8PROPLOWERLIMIT,AGE8PROPUPPERLIMIT,AGE9PROP,AGE9PROPLOWERLIMIT,AGE9PROPUPPERLIMIT,AGE10PROP,AGE10PROPLOWERLIMIT,AGE10PROPUPPERLIMIT,AGE11PLUSPROP,AGE11PLUSPROPLOWERLIMIT,AGE11PLUSPROPUPPERLIMIT,AGEPROPALPHA,OTHERDATASOURCES,COMMENTS,DATASTATUS,STOCK_ID,COMMONPOPNAME2,ESU_DPS
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2006,,Yes,7586,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7586,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2007,,Yes,48593,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48593,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2008,,Yes,20887,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20887,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2009,,Yes,74466,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74466,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2010,,Yes,31279,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31279,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2011,,Yes,41061,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41061,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2012,,Yes,92687,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92687,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2013,,Yes,84479,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84479,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2014,,Yes,24820,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24820,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2015,,Yes,5794,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5794,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2016,,Yes,35823,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35823,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2017,,Yes,17957,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17957,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2018,,Yes,18657,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18657,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2019,,Yes,14246,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14246,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2020,,Yes,23808,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23808,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2021,,Yes,75532,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75532,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2022,,Yes,92306,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92306,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Skagit River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Skagit River - fall Coho Salmon,Same,NA,NOSA,,2023,,Yes,54443,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54443,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Skagit River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2000,,Yes,94210,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94210,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2001,,Yes,261647,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261647,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2002,,Yes,161567,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161567,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2003,,Yes,182714,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182714,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2004,,Yes,252931,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252931,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2005,,Yes,109143,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109143,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2006,,Yes,75848,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75848,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2007,,Yes,118594,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118594,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2008,,Yes,35537,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35537,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2009,,Yes,99033,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99033,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2010,,Yes,49239,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49239,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2011,,Yes,111524,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111524,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2012,,Yes,130859,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130859,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2013,,Yes,126190,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126190,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2014,,Yes,46620,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46620,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2015,,Yes,12987,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12987,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2016,,Yes,44416,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44416,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2017,,Yes,18362,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18362,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2018,,Yes,57226,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57226,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2019,,Yes,39902,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39902,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
NA,Snohomish River - fall Coho Salmon,Coho salmon,Fall,Puget Sound,,,Puget Sound/Strait of Georgia Coho,Snohomish River - fall Coho Salmon,Same,NA,NOSA,,2020,,Yes,41669,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41669,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Final,NA,Snohomish River - fall Coho Salmon,"Salmon, coho (Puget Sound/Strait of Georgia ESU)"
