"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"eps2[1,1]",1.279991915263,0.00793112718825852,0.658713490568758,-0.0410946994239367,0.850399665861703,1.28157769581095,1.71097549080804,2.56601496559654,6898.00153773062,1.00033321690055
"eps2[1,2]",1.0391882142864,0.00976759346634237,0.738001098247196,-0.471101623787588,0.572289109916187,1.07779828063659,1.52431821047556,2.459674963661,5708.72161013829,1.00051731396892
"eps2[2,1]",0.295016784657136,0.0142835613679021,0.723164318908877,-1.02194453350681,-0.201350702303227,0.246012834721994,0.755904613182963,1.80904098048478,2563.3090424005,1.0040477466679
"eps2[2,2]",1.3881547029559,0.00828835460796148,0.74679825892402,-0.154282996534425,0.927974025596557,1.40058580994649,1.87483926363082,2.86904897937173,8118.39066821333,0.999954220352778
"eps2[3,1]",0.376323352936013,0.0120864630932545,0.690400574295742,-0.88203946516631,-0.101018036090143,0.335848021085584,0.816421013396293,1.84047963083062,3262.90047737092,1.00171230205282
"eps2[3,2]",1.14328322165067,0.00847364780302952,0.742445315685743,-0.385929558795893,0.677783457790355,1.16336918773543,1.62948994658642,2.59245044872284,7676.93961864715,1.00019182749823
"eps2[4,1]",1.26479930437536,0.0102530630419208,0.680884193715825,-0.0927308456316339,0.825644662678895,1.28383134689591,1.73302300027023,2.55545768423668,4410.00670220749,1.00145602138844
"eps2[4,2]",-0.0805936016419254,0.0120326830204376,0.756392573473649,-1.49507946509399,-0.604176049313585,-0.108620853288263,0.41656811460446,1.45587455755427,3951.56891138958,1.00329837027517
"eps2[5,1]",0.576928289443296,0.00939882851347028,0.655617770485979,-0.77345854276427,0.172759440429009,0.597000748876829,1.01442491620797,1.84694200531148,4865.79694830475,1.00144812274238
"eps2[5,2]",0.0805544893844201,0.00836841315955612,0.718385377793045,-1.34342204963331,-0.38396937674159,0.0764764510850018,0.544532259380573,1.51346856508427,7369.34248503587,1.00004584114138
"eps2[6,1]",-1.43367302201795,0.0161792676494122,0.734601066442981,-2.76728375389535,-1.9427214048051,-1.47067419661493,-0.954284051976315,0.0634262062984869,2061.50973502076,1.00311903344104
"eps2[6,2]",0.229368364497285,0.00870605247159857,0.735347976826202,-1.21785643441188,-0.25959357820046,0.233200028738185,0.717607681321088,1.67749945110091,7134.1665366455,0.999657217795326
"eps2[7,1]",-0.0493156684288853,0.012817479077637,0.683241574877444,-1.48935049408775,-0.487315109808046,-0.0134866853842974,0.434555141930346,1.17551412789319,2841.47170485706,1.00259634739736
"eps2[7,2]",-0.176859972201383,0.00829570561942648,0.723826106701393,-1.5902228027518,-0.654297902938415,-0.182341194850812,0.283321296490312,1.28800272369973,7613.10503137885,0.999974348937531
"eps2[8,1]",-1.05500075482829,0.00765520695301049,0.661331956272439,-2.36095701774926,-1.48240447772446,-1.05468037754704,-0.629204786842039,0.265378282859637,7463.20112465139,1.00027181748974
"eps2[8,2]",-0.720013322939948,0.0113662887489925,0.766270196058075,-2.13815973328187,-1.24050339639314,-0.759065115974267,-0.243358545753304,0.89038807911825,4544.92267590719,1.00075035513432
