"ESU","MAJOR_POPULATION_GROUP","COMMON_POPULATION_NAME","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","AGE_1_RETURNS","AGE_2_RETURNS","AGE_3_RETURNS","AGE_4_RETURNS","AGE_5_RETURNS","AGE_6_RETURNS","AGE_7_RETURNS"
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2010,432,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2011,590,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2012,440,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2013,1609,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2014,796,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2015,1344,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2016,377,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2017,764,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2018,227,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2019,320,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2020,812,1,-99,-99,-99,-99,-99,-99,-99,-99
"Lower Columbia Chinook","Cascade","Coweeman River - fall Chinook salmon","Chinook salmon","Fall","Coweeman River",2021,623,1,-99,-99,-99,-99,-99,-99,-99,-99
