"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","SASI_STOCK_NUM","SASISTOCKNAME","COMMONNAME","RUN","RECOVERYDOMAIN","MAJORPOPGROUP","POPID","ESAPOPNAME","COMMONPOPNAME","POPFIT","POPFITNOTES","ESTIMATETYPE","WATERBODY","METHODNUMBER","BESTVALUE","NOSAIJ","NOSAIJ_SDSID","NOSAIJLOWERLIMIT","NOSAIJUPPERLIMIT","NOSAIJALPHA","NOSAEJ","NOSAEJ_SDSID","NOSAEJLOWERLIMIT","NOSAEJUPPERLIMIT","NOSAEJALPHA","PHOSIJ","PHOSIJLOWERLIMIT","PHOSIJUPPERLIMIT","PHOSIJALPHA","PHOSEJ","PHOSEJLOWERLIMIT","PHOSEJUPPERLIMIT","PHOSEJALPHA","TSAIJ","TSAIJ_SDSID","TSAIJLOWERLIMIT","TSAIJUPPERLIMIT","TSAIJALPHA","TSAEJ","TSAEJ_SDSID","TSAEJLOWERLIMIT","TSAEJUPPERLIMIT","TSAEJALPHA","AGE2PROP","AGE2PROPLOWERLIMIT","AGE2PROPUPPERLIMIT","AGE3PROP","AGE3PROPLOWERLIMIT","AGE3PROPUPPERLIMIT","AGE4PROP","AGE4PROPLOWERLIMIT","AGE4PROPUPPERLIMIT","AGE5PROP","AGE5PROPLOWERLIMIT","AGE5PROPUPPERLIMIT","AGE6PROP","AGE6PROPLOWERLIMIT","AGE6PROPUPPERLIMIT","AGE7PROP","AGE7PROPLOWERLIMIT","AGE7PROPUPPERLIMIT","AGE8PROP","AGE8PROPLOWERLIMIT","AGE8PROPUPPERLIMIT","AGE9PROP","AGE9PROPLOWERLIMIT","AGE9PROPUPPERLIMIT","AGE10PROP","AGE10PROPLOWERLIMIT","AGE10PROPUPPERLIMIT","AGE11PLUSPROP","AGE11PLUSPROPLOWERLIMIT","AGE11PLUSPROPUPPERLIMIT","AGEPROPALPHA","OTHERDATASOURCES","COMMENTS","DATASTATUS","STOCK_ID","ESU_DPS_COMMONNAME","USECA","Notes","final_abundance_data_type","final_abundance","datasource","dsid"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2000,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,220,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.771,NA,NA,NA,NA,NA,NA,NA,NA,962,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",220,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2001,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,105,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.945,NA,NA,NA,NA,NA,NA,NA,NA,1913,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",105,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2002,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,1370,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA,1479,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1370,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2003,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,860,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,NA,NA,1126,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",860,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2004,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,748,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,2398,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",748,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2005,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,433,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.787,NA,NA,NA,NA,NA,NA,NA,NA,2032,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",433,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2006,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,492,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.593,NA,NA,NA,NA,NA,NA,NA,NA,1209,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",492,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2007,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,419,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,531,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",419,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2008,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,292,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,1134,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",292,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2009,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,193,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.819,NA,NA,NA,NA,NA,NA,NA,NA,1066,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",193,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2010,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,312,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.743,NA,NA,NA,NA,NA,NA,NA,NA,1214,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",312,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2011,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,174,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,1321,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",174,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2012,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,210,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.863,NA,NA,NA,NA,NA,NA,NA,NA,1533,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",210,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2013,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,253,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA,NA,1722,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",253,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2014,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,206,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.757,NA,NA,NA,NA,NA,NA,NA,NA,849,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",206,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2015,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,122,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA,432,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",122,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2016,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,232,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.827,NA,NA,NA,NA,NA,NA,NA,NA,1342,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",232,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2017,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,536,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,3545,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates. Updated using the ""17 Chinook Escapement FINAL mrd 12-27-17_CG03JAN18_UPDATED ESCMNT MATRIX CG24FEB23.xlsx"" file","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",536,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2018,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,52,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.958,NA,NA,NA,NA,NA,NA,NA,NA,1248,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates. Updated using ""18 Chinook Escapement FINAL mrd 2-14-19_CG 14FEB19_UPDATED ESCMNT MATRIX CG24FEB23.xlsx"" file.","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",52,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2019,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,226,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.853,NA,NA,NA,NA,NA,NA,NA,NA,1535,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates. Updated using ""19 Chinook Escapement FINAL 01-07-20 mrd_cg_UPDATED ESCMNT MATRIX CG24FEB23.xlsx"" file.","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",226,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2020,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,22,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.983,NA,NA,NA,NA,NA,NA,NA,NA,1255,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skokomish Tribe| Point No Point Treaty Council","Skokomish and Point no Point S’klallam tribes (Jamestown and Port Gamble) review and agree on all MHC population estimates. Updated using ""20 Chinook Escapement FINAL ks 050721 md 071321_CG 04AUG21_UPDATED ESCMNT MATRIX CG24FEB23.xlsx"" file","Final","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",22,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
"Salmon, Chinook (Puget Sound ESU)","Skokomish River - fall Chinook salmon",2021,"1208","Skokomish Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound Central West",176,"Salmon, Chinook (Puget Sound ESU) Skokomish River - fall","Skokomish River - fall Chinook salmon","Same",NA,"NOSA","Skokomish River",2,"Yes",NA,NA,NA,NA,NA,208,"f4d3af18-fe40-437c-8838-9f471f8c3450",NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,993,"2e8d509f-9b42-450b-883c-90f15f29d30e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Updated using ""21 UPDATED Chinook Escapement_MD 120122_CG 28JAN2022_CGKS_020722.xlsx"" file.","Draft","4C21BCC3-7989-433D-930C-FE223968553E","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",208,"Coordinated_Assessments","f4d3af18-fe40-437c-8838-9f471f8c3450"
