"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Hood Canal - summer chum salmon",1999,1444.10357196115,2233.3169456849,2718.7952681165,3357.3762897542,5144.28356613977,"Hood Canal summer chum",2470
"Hood Canal - summer chum salmon",2000,3343.43033442347,4994.87530050664,6136.91783053335,7466.2126521411,10732.6672309419,"Hood Canal summer chum",8281
"Hood Canal - summer chum salmon",2001,4394.31954420787,6361.37763753708,7615.67474797603,9192.93776071862,13217.6221830055,"Hood Canal summer chum",7204
"Hood Canal - summer chum salmon",2002,5664.1864491948,8166.2734240968,10001.0122842649,12278.4848047139,18691.463615264,"Hood Canal summer chum",6859
"Hood Canal - summer chum salmon",2003,12620.2012649774,18656.4970429904,22632.4282567606,27116.5206719373,38263.1313569955,"Hood Canal summer chum",27335
"Hood Canal - summer chum salmon",2004,16872.3782606133,26937.2355763762,34640.1425639877,43814.58971928,64446.2187802754,"Hood Canal summer chum",60374
"Hood Canal - summer chum salmon",2005,9496.63455544507,13558.3258009463,16400.8008351999,20066.3251980269,29998.4467173606,"Hood Canal summer chum",11348
"Hood Canal - summer chum salmon",2006,10390.1078143006,15221.688546139,18217.5781569252,21702.1453975842,31130.5658561074,"Hood Canal summer chum",21389
"Hood Canal - summer chum salmon",2007,6461.16174988797,9249.80947101264,11097.4984984112,13389.4562630598,19769.0788305148,"Hood Canal summer chum",9376
"Hood Canal - summer chum salmon",2008,6647.52968393042,9575.55400659907,11511.0262568593,13761.4846401713,19723.5194427879,"Hood Canal summer chum",13573
"Hood Canal - summer chum salmon",2009,4792.02516677703,6761.16040483269,8165.00165340838,9990.77357326133,15072.8330467675,"Hood Canal summer chum",6570
"Hood Canal - summer chum salmon",2010,6313.11376363195,9078.691920538,10838.8773350459,13001.7240896281,19171.5826885569,"Hood Canal summer chum",11294
