"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Elochoman River - fall Chum salmon",1999,1.02618635333701,19.7276829128548,43.9550734620969,82.8430912213711,310.798288921451,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2000,1.35523840277573,19.8865825830408,47.9434963448906,98.0527919647392,407.134840954098,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2001,1.88274831417529,22.1969161472256,54.155386249813,117.72219279882,520.848193271589,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2002,2.78834069234738,30.4966217531616,80.0600005660521,186.839839291103,949.770480401638,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2003,2.97610480671738,30.4877893893317,76.7959566349097,181.63823512618,991.213454566207,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2004,3.84838157208817,28.0721194867971,67.3957567501368,150.136937388434,717.566085304319,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2005,3.53747374658884,18.9843087937803,45.3844156073662,98.2080671782425,473.617306358393,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2006,4.23342287766092,21.4551163485704,48.1174860405355,103.153534656552,500.501346412571,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2007,3.82022834948373,16.4817922982139,36.5342857078598,76.5972090966978,378.173716511637,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2008,4.11546116390457,16.4994816423236,32.8666048682047,66.9654098798778,283.785537192003,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2009,5.63269857647157,19.3931003956967,36.8611787776449,69.2369248460872,245.809109416746,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2010,10.7376004626696,33.0687971094161,56.2290510401361,96.6314447164139,262.374185939627,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2011,17.841922939216,44.2851927981168,69.3215624911105,109.294760084622,266.212487825528,"Lower Columbia chum",NA
"Elochoman River - fall Chum salmon",2012,29.2797748444169,43.7467160270278,55.370842615757,72.1284930487896,129.666479871839,"Lower Columbia chum",41
"Elochoman River - fall Chum salmon",2013,43.1491220506539,62.2246191971064,76.5478178923104,96.8116724544057,165.854358349257,"Lower Columbia chum",62
"Elochoman River - fall Chum salmon",2014,111.726696550375,170.95436035206,208.68292751961,251.0694865802,379.64495523538,"Lower Columbia chum",227
"Elochoman River - fall Chum salmon",2015,276.469475746915,466.96089495697,591.369017748778,722.3130250077,1055.5466352474,"Lower Columbia chum",720
"Elochoman River - fall Chum salmon",2016,459.746548722532,866.876257855213,1154.06008276754,1498.98839099603,2195.82086864017,"Lower Columbia chum",1796
"Elochoman River - fall Chum salmon",2017,205.840701178597,308.813360441705,379.721209783912,482.123601004509,803.703865233019,"Lower Columbia chum",309
