"COMMON_POPULATION_NAME","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","ESU_DPS"
"Coweeman River - fall Chinook salmon",-0.0838511024173906,-0.0315393874221216,-0.00762271328519194,0.017088463475938,0.0658820344765725,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Elochoman River - fall Chinook salmon",-0.0872537949676634,-0.0379888134420669,-0.0144033347739454,0.00724116216623197,0.0516916375356292,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Grays and Chinook Rivers - fall Chinook salmon",-0.0327525378326493,0.0122907335742191,0.0356261126650048,0.0599744813418779,0.110777915060087,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Kalama River - fall Chinook salmon",-0.00315669867668919,0.0399223162446783,0.0619946254151069,0.0851500122011708,0.129324009980138,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Kalama River - spring Chinook salmon",-0.0414225364477357,-0.00308602216210853,0.0156050127066403,0.0348639397631421,0.0741433962634565,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lewis River - fall Chinook salmon",-0.0664063701101704,-0.0181174286358908,0.00610784659901851,0.0298258262924823,0.0800657675412339,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lewis River - late fall Chinook salmon",-0.0984215512949528,-0.0370347367532803,-0.00701966504179599,0.0208503472742612,0.0768564429667103,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lower Cowlitz River - fall Chinook salmon",0.00436338169707767,0.0454504883110058,0.066624968526257,0.088463886631211,0.130105933090777,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Mill, Abernathy, and Germany Creeks - fall Chinook salmon",-0.1344483049696,-0.0946148676028256,-0.0735559961637069,-0.0511905874705389,-0.00515121930881518,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"North Fork Lewis River - spring Chinook salmon",-0.0643109970892235,0.0128851342178042,0.061340011335523,0.13095014029823,0.3321020306682,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Toutle River - fall Chinook salmon",-0.0566316057027853,-0.00934150669914419,0.0127127408466241,0.0367332308456136,0.08650829660193,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Cowlitz River - fall Chinook salmon",-0.143706747783653,-0.0853657059826019,-0.0543223240585331,-0.0241304603862451,0.0287694500608976,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Cowlitz River - spring Chinook salmon",-0.057749415413841,-0.00768134080614489,0.017648688855648,0.0435119673947919,0.0952681566413661,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Gorge Tributaries - fall Chinook salmon",-0.14940267422889,-0.0744230516519376,-0.0399501074703703,-0.0072604821160896,0.0495472704019876,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Washougal River - fall Chinook salmon",-0.015491066948872,0.0330295503287199,0.0592654699526446,0.0864584769008335,0.142021123775918,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"White Salmon River - fall Chinook salmon",-0.0745262453694391,-0.0181948689258291,0.00896809170537636,0.0362870295953238,0.095198016557169,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"White Salmon River - spring Chinook salmon",-0.30869703117336,-0.225603475215978,-0.17415822896953,-0.115603513787851,0.00067919957803336,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Cascade River - spring Chinook salmon",0.002422411972915,0.0175034359148223,0.0259790749118786,0.0345533397301919,0.0496942707017493,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Cedar River - fall Chinook salmon",-0.0537567494010066,-0.0165266902303602,-0.000179373865327938,0.0132191458903562,0.0362036829532285,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Dungeness River - summer Chinook salmon",0.0049803951387837,0.0292486975233495,0.0486564628591864,0.0705210728802113,0.114555360293245,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Elwha River - fall Chinook salmon",0.00559588144501075,0.0457825236500519,0.111317236309135,0.167984836073433,0.237784291558073,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Green River - fall Chinook salmon",-0.0447639057405717,-0.00913846454091618,0.0054001535720737,0.0179703352039652,0.043390791092764,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Lower Sauk River - summer Chinook salmon",-0.0139933363611846,0.00305562350179314,0.0109974244537861,0.0190022677030874,0.0349426435484162,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Lower Skagit River - fall Chinook salmon",-0.0110471155038991,0.00706795833391465,0.015526377153483,0.0241136631890817,0.0423826053640171,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Nisqually River - fall Chinook salmon",-0.0100022086017259,0.0128330310812241,0.0249497991428021,0.0407511687189957,0.0769077948718002,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",-0.0396817024418558,-0.00933633841453226,0.00428663183887677,0.0157382958102415,0.0389384598965792,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"North Fork Stillaguamish River - summer Chinook salmon",-0.0208685487913062,-0.00212067608091086,0.00644588811283895,0.0143489427225459,0.0292669746283839,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skokomish River - fall Chinook salmon",-0.031184164816011,-0.00531151724814699,0.00624513879259951,0.0168318163980383,0.0381083796487895,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skykomish River - summer Chinook salmon",-0.0231066693941658,-0.00376593724328448,0.00515169038330091,0.0135084972679189,0.029750506303816,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snoqualmie River - fall Chinook salmon",-0.0467460745144357,-0.0264068867827369,-0.0159023967106376,-0.00419263056420683,0.0153575044826389,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Nooksack River - spring Chinook salmon",-0.0420907616146484,-0.000430352554083022,0.0139743945757453,0.0284947862864646,0.0723971682864401,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Stillaguamish River - fall Chinook salmon",-0.0351411210749115,-0.00614202357751378,0.00603957945681449,0.0165132115812236,0.0380899625651026,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Suiattle River - spring Chinook salmon",-0.00217640164094236,0.0120564018475482,0.0191951744197177,0.0265120852540454,0.0413862087488043,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Sauk River - spring Chinook salmon",0.00546958564158687,0.0269840891613434,0.0416815206412555,0.0571450532788351,0.0871833674532902,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Skagit River - summer Chinook salmon",-0.0135619591160228,0.00651503874375677,0.0156449707926895,0.0250356474629072,0.0471992317361905,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"White River - spring Chinook salmon",-0.012981584054066,0.00336639822170871,0.011440938163848,0.0190999760988764,0.0348621903834356,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snake River - fall Chinook salmon",0.0528044809821699,0.0596143291615681,0.0626639717369336,0.0664152970765284,0.0769169260127684,"Snake River fall Chinook","Salmon, Chinook (Snake River fall-run ESU)"
"Asotin Creek - spring Chinook salmon",-0.106743804912244,-0.0459347430049164,-0.0152377034758417,0.0211001288984107,0.108054142311722,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Tucannon River - spring Chinook salmon",-0.087520014960025,-0.0617783449809949,-0.048133016559127,-0.0349445957996524,-0.00909602615882178,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Entiat River - spring Chinook salmon",0.032649786228621,0.049984548348442,0.0583731145692153,0.0671024585545792,0.0831133839069817,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Methow River - spring Chinook salmon",0.0222950640777338,0.0435807753585632,0.0535430070092639,0.0636990442896817,0.0861705280098376,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Wenatchee River - spring Chinook salmon",0.0187848617926009,0.0354418565188195,0.0433252165985842,0.0513270946083348,0.0664920592408734,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
