"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Ozette Lake - sockeye salmon",1999,1927.74250849978,2582.84749438777,2933.160796177,3493.56477330789,4942.19144109367,"Ozette Lake sockeye",2620
"Ozette Lake - sockeye salmon",2000,2467.86732537839,3487.99795869905,4172.31107870098,4821.50442276306,6278.61626464734,"Ozette Lake sockeye",4851
"Ozette Lake - sockeye salmon",2001,2452.83679393266,3438.39384598487,3947.23439244954,4487.31716096871,6010.12144176039,"Ozette Lake sockeye",4077
"Ozette Lake - sockeye salmon",2002,2401.86181505982,3281.75888713661,3754.03935005831,4249.80704552013,5652.02965335971,"Ozette Lake sockeye",3820
"Ozette Lake - sockeye salmon",2003,2250.22582409685,3150.19111967952,3790.72497077395,4559.34176149277,5761.95360699867,"Ozette Lake sockeye",4876
"Ozette Lake - sockeye salmon",2004,1445.99528102648,1823.6614184868,2109.93271043496,2495.21262428101,3442.02872989226,"Ozette Lake sockeye",1779
"Ozette Lake - sockeye salmon",2005,1248.00644350064,1648.7267462124,1859.78056781217,2155.06929837766,3002.36952785313,"Ozette Lake sockeye",1721
"Ozette Lake - sockeye salmon",2006,1178.89650983316,1617.97687994073,1884.33853463364,2110.6866718862,2869.82676735254,"Ozette Lake sockeye",2075
"Ozette Lake - sockeye salmon",2007,716.253065787581,939.208457583111,1211.05941738653,1569.16797274866,2499.65273734801,"Ozette Lake sockeye",748
"Ozette Lake - sockeye salmon",2008,1405.10209646846,1891.80971584626,2136.17418858444,2418.67222455957,3260.54738204896,"Ozette Lake sockeye",2151
"Ozette Lake - sockeye salmon",2009,2044.83851051592,2888.19360011425,3496.57222308598,4228.0313924113,5315.73819102226,"Ozette Lake sockeye",4769
"Ozette Lake - sockeye salmon",2010,1938.62600952847,2642.28142193452,3004.20624473651,3377.80027654562,4522.04786369052,"Ozette Lake sockeye",2986
"Ozette Lake - sockeye salmon",2011,1790.52070673513,2368.95696290109,2668.23925522813,3133.33225050707,4370.4002812437,"Ozette Lake sockeye",2457
"Ozette Lake - sockeye salmon",2012,1470.43466322764,2440.53604506818,3110.6082515142,3799.8256178265,5563.22075346365,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2013,2086.61189277455,2674.75337272929,3127.42430992223,3729.22183020482,5242.54754799612,"Ozette Lake sockeye",2650
"Ozette Lake - sockeye salmon",2014,3064.13888386113,4213.60384654171,4850.95297716634,5450.0483138609,7293.12321853741,"Ozette Lake sockeye",5097
"Ozette Lake - sockeye salmon",2015,3791.95898265824,5440.33565484375,6396.29547763735,7136.15890308927,9542.24210657924,"Ozette Lake sockeye",6638
"Ozette Lake - sockeye salmon",2016,4322.26699039431,6782.81610917854,8641.81515469249,10957.086953543,13928.0031498703,"Ozette Lake sockeye",12829
"Ozette Lake - sockeye salmon",2017,3472.95525868315,4699.05519105206,5360.99319811558,6060.11103021834,8258.48267647909,"Ozette Lake sockeye",5265
"Ozette Lake - sockeye salmon",2018,2469.91931995815,3221.19991991235,3647.20614781916,4311.19108722811,6060.48145396768,"Ozette Lake sockeye",3264
"Ozette Lake - sockeye salmon",2019,2022.03108705211,2759.96955991176,3151.99435127198,3828.63345094662,5920.86243223793,"Ozette Lake sockeye",2894
"Ozette Lake - sockeye salmon",2020,1204.66361113403,2375.35001295806,3312.11803711906,4549.73524746659,8448.91875179518,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2021,830.676184986178,2172.36914080489,3315.54299707848,4974.85395611633,11699.0391702608,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2022,644.635309723768,2035.99033206804,3364.23436354552,5447.11735702395,14452.6135769874,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2023,550.125639517755,1935.83325457201,3361.81570693603,5837.0373237774,18127.9863968758,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2024,448.587991317853,1844.05273609622,3471.07697579089,6187.3614446843,22738.5333250363,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2025,381.716106824045,1753.84792067018,3471.43015251977,6644.87275850149,26624.8492726667,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2026,325.915952669959,1673.02019213895,3486.36463546539,6971.487630656,31613.1560921183,"Ozette Lake sockeye",NA
