"Q2.5.","Q25.","Q50.","Q75.","Q97.5.","COMMON_POPULATION_NAME","ESU"
-0.0840041361143164,0.0120667715125591,0.0569895637731816,0.102573109157391,0.194705521326038,"Coweeman River - late Coho salmon","Lower Columbia coho"
-0.0722599069257615,0.0199340979831162,0.065123453859228,0.10887597387515,0.20090783117517,"East Fork Lewis River - early and late Coho salmon","Lower Columbia coho"
-0.0729052110312914,0.0192987129574478,0.0659504484210936,0.111473906787955,0.206401095771349,"Elochoman River - late Coho salmon","Lower Columbia coho"
-0.0681189744959412,0.0199381653799297,0.0647631580119216,0.112888647244231,0.202184991678364,"Grays and Chinook Rivers - late Coho salmon","Lower Columbia coho"
-0.0532787053358824,0.0320289025853282,0.0785826714382275,0.124223660960334,0.228013139291243,"Kalama River - late Coho salmon","Lower Columbia coho"
-0.0785114036628881,0.0140738542848357,0.0593225593953543,0.104605150566074,0.193486529999256,"Lower Cowlitz River - late Coho salmon","Lower Columbia coho"
-0.06355770630813,0.021959961461202,0.0677019923313565,0.112506251319997,0.206489327040641,"Lower Gorge Tributaries - late Coho salmon","Lower Columbia coho"
-0.0643134506619148,0.0206936923421833,0.0647026040568364,0.10926338907344,0.197724117028795,"Mill, Abernathy, and Germany Creeks - late Coho salmon","Lower Columbia coho"
-0.0692200496628296,0.0177956109126232,0.0645587638916219,0.109718372995535,0.199315685816268,"North Fork Lewis River - early and late Coho salmon","Lower Columbia coho"
-0.0793109398135749,0.0143538144518923,0.0604231714011701,0.10819522267407,0.197227812350465,"North Fork Toutle River - early and late Coho salmon","Lower Columbia coho"
-0.0739732954430425,0.0166379636724619,0.0610292116285995,0.108370811816756,0.196313894079757,"Salmon Creek - late Coho salmon","Lower Columbia coho"
-0.0753381507698217,0.0156486578541799,0.0611070421031707,0.107611581693093,0.199450974769693,"South Fork Toutle River - early and late Coho salmon","Lower Columbia coho"
-0.0658153312328123,0.0221231668522428,0.0654487844195164,0.112182370328721,0.200522901683667,"Tilton River - early and late Coho salmon","Lower Columbia coho"
-0.0717970088568404,0.0161786056946684,0.0619567479254767,0.107552233122266,0.195411688060562,"Upper Cowlitz River - early and late Coho salmon","Lower Columbia coho"
-0.0725329346052865,0.019099091451205,0.0644319518136031,0.110303879647937,0.20160193597451,"Washougal River - late Coho salmon","Lower Columbia coho"
