"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","SASI_STOCK_NUM","SASISTOCKNAME","COMMONNAME","RUN","RECOVERYDOMAIN","MAJORPOPGROUP","POPID","ESAPOPNAME","COMMONPOPNAME","POPFIT","POPFITNOTES","ESTIMATETYPE","WATERBODY","METHODNUMBER","BESTVALUE","NOSAIJ","NOSAIJLOWERLIMIT","NOSAIJUPPERLIMIT","NOSAIJALPHA","NOSAEJ","NOSAEJLOWERLIMIT","NOSAEJUPPERLIMIT","NOSAEJALPHA","PHOSIJ","PHOSIJLOWERLIMIT","PHOSIJUPPERLIMIT","PHOSIJALPHA","PHOSEJ","PHOSEJLOWERLIMIT","PHOSEJUPPERLIMIT","PHOSEJALPHA","TSAIJ","TSAIJLOWERLIMIT","TSAIJUPPERLIMIT","TSAIJALPHA","TSAEJ","TSAEJLOWERLIMIT","TSAEJUPPERLIMIT","TSAEJALPHA","AGE2PROP","AGE2PROPLOWERLIMIT","AGE2PROPUPPERLIMIT","AGE3PROP","AGE3PROPLOWERLIMIT","AGE3PROPUPPERLIMIT","AGE4PROP","AGE4PROPLOWERLIMIT","AGE4PROPUPPERLIMIT","AGE5PROP","AGE5PROPLOWERLIMIT","AGE5PROPUPPERLIMIT","AGE6PROP","AGE6PROPLOWERLIMIT","AGE6PROPUPPERLIMIT","AGE7PROP","AGE7PROPLOWERLIMIT","AGE7PROPUPPERLIMIT","AGE8PROP","AGE8PROPLOWERLIMIT","AGE8PROPUPPERLIMIT","AGE9PROP","AGE9PROPLOWERLIMIT","AGE9PROPUPPERLIMIT","AGE10PROP","AGE10PROPLOWERLIMIT","AGE10PROPUPPERLIMIT","AGE11PLUSPROP","AGE11PLUSPROPLOWERLIMIT","AGE11PLUSPROPUPPERLIMIT","AGEPROPALPHA","OTHERDATASOURCES","COMMENTS","DATASTATUS","STOCK_ID","ESU_DPS_COMMONNAME","USECA","Notes","final_abundance_data_type","final_abundance","datasource"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2009,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",71,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2010,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",76,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2011,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",83,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2012,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",212,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2013,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",46,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2014,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",21,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2015,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",65,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2016,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",135,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2017,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",149,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2018,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jamestown S'Klallam Tribe",NA,"Unknown","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",127,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2019,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Final","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",173,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Dungeness River - summer Chinook salmon",2020,"1240","Dungeness Chinook","Chinook salmon","Spring Summer","Puget Sound","Puget Sound North West",179,"Salmon, Chinook (Puget Sound ESU) Dungeness River - summer","Dungeness River - summer Chinook salmon","Same",NA,"NOSA",NA,1,"Yes",NA,NA,NA,NA,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Final","9E8E5186-140D-4187-B6A9-97C3652061D5","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",294,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2003,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Final","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1228,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2004,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,2555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Final","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",2555,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2005,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Final","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1108,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2006,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,2586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Final","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",2586,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2007,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Final","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1762,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2008,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,3792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",3792,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2009,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",165,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2010,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",859,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2011,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",459,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2012,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1638,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2013,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",524,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2014,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",756,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2015,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",864,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2016,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,2566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",2566,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2017,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",2031,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2018,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,2177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",2177,"Coordinated_Assessments"
"Salmon, Chinook (Puget Sound ESU)","Green River - fall Chinook salmon",2019,"1160","Green River (Duwamish) Chinook","Chinook salmon","Summer Fall","Puget Sound","Puget Sound South",182,"Salmon, Chinook (Puget Sound ESU) Green River - fall","Green River - fall Chinook salmon","Same",NA,"NOSA","Green River",1,"Yes",NA,NA,NA,NA,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suquamish Tribe|Muckleshoot Tribe",NA,"Draft","084CB0D1-461C-4F56-B0C9-6BEB4D3A33D4","Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)",NA,"NOSAEJ",1360,"Coordinated_Assessments"
