"ESU_DPS","COMMONPOPNAME2","SPAWNINGYEAR","SASI_STOCK_NUM","SASISTOCKNAME","COMMONNAME","RUN","RECOVERYDOMAIN","MAJORPOPGROUP","POPID","ESAPOPNAME","COMMONPOPNAME","POPFIT","POPFITNOTES","ESTIMATETYPE","WATERBODY","METHODNUMBER","BESTVALUE","NOSAIJ","NOSAIJLOWERLIMIT","NOSAIJUPPERLIMIT","NOSAIJALPHA","NOSAEJ","NOSAEJLOWERLIMIT","NOSAEJUPPERLIMIT","NOSAEJALPHA","PHOSIJ","PHOSIJLOWERLIMIT","PHOSIJUPPERLIMIT","PHOSIJALPHA","PHOSEJ","PHOSEJLOWERLIMIT","PHOSEJUPPERLIMIT","PHOSEJALPHA","TSAIJ","TSAIJLOWERLIMIT","TSAIJUPPERLIMIT","TSAIJALPHA","TSAEJ","TSAEJLOWERLIMIT","TSAEJUPPERLIMIT","TSAEJALPHA","AGE2PROP","AGE2PROPLOWERLIMIT","AGE2PROPUPPERLIMIT","AGE3PROP","AGE3PROPLOWERLIMIT","AGE3PROPUPPERLIMIT","AGE4PROP","AGE4PROPLOWERLIMIT","AGE4PROPUPPERLIMIT","AGE5PROP","AGE5PROPLOWERLIMIT","AGE5PROPUPPERLIMIT","AGE6PROP","AGE6PROPLOWERLIMIT","AGE6PROPUPPERLIMIT","AGE7PROP","AGE7PROPLOWERLIMIT","AGE7PROPUPPERLIMIT","AGE8PROP","AGE8PROPLOWERLIMIT","AGE8PROPUPPERLIMIT","AGE9PROP","AGE9PROPLOWERLIMIT","AGE9PROPUPPERLIMIT","AGE10PROP","AGE10PROPLOWERLIMIT","AGE10PROPUPPERLIMIT","AGE11PLUSPROP","AGE11PLUSPROPLOWERLIMIT","AGE11PLUSPROPUPPERLIMIT","AGEPROPALPHA","OTHERDATASOURCES","COMMENTS","DATASTATUS","STOCK_ID","ESU_DPS_COMMONNAME","USECA","Notes","final_abundance_data_type","final_abundance","datasource"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2000,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",397,NA,NA,NA,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,NA,NA,NA,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",397,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2001,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",645,NA,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,NA,NA,NA,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",645,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2002,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",1155,NA,NA,NA,1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164,NA,NA,NA,1164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",1155,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2003,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",646,NA,NA,NA,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,NA,NA,NA,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",646,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2004,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",567,NA,NA,NA,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,NA,NA,NA,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",567,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2005,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",890,NA,NA,NA,890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,NA,NA,NA,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",890,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2006,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",746,NA,NA,NA,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,NA,NA,NA,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",746,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2007,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",521,NA,NA,NA,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,NA,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",521,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2008,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",946,NA,NA,NA,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,NA,NA,NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",946,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2009,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",1044,NA,NA,NA,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,NA,NA,NA,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",1044,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2010,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",2751,NA,NA,NA,2751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2831,NA,NA,NA,2831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",2751,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2011,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",2274,NA,NA,NA,2274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2323,NA,NA,NA,2323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",2274,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2012,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",1812,NA,NA,NA,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,NA,NA,NA,1859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",1812,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2013,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",928,NA,NA,NA,928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,NA,NA,NA,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",928,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2014,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",919,NA,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,NA,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",919,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2015,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",1093,NA,NA,NA,1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,NA,NA,NA,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",1093,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2016,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",1233,NA,NA,NA,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235,NA,NA,NA,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",1233,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2017,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",400,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",400,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Satus Creek - summer Steelhead",2018,"6888","Satus Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",74,"Steelhead (Middle Columbia River DPS) Satus Creek - summer","Satus Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",341,NA,NA,NA,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","158F3563-2357-44F9-A3E2-78EB511B464A","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",341,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",1999,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",201,NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,NA,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",201,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2000,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",434,NA,NA,NA,434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",434,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2001,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",909,NA,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,NA,NA,NA,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",909,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2002,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",1129,NA,NA,NA,1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,NA,NA,NA,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",1129,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2003,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",460,NA,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469,NA,NA,NA,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",460,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2004,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",790,NA,NA,NA,790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,NA,NA,NA,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",790,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2005,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",801,NA,NA,NA,801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820,NA,NA,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",801,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2006,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",260,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,NA,NA,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",260,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2007,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",263,NA,NA,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,NA,NA,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",263,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2008,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",585,NA,NA,NA,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,NA,NA,NA,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",585,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2009,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",693,NA,NA,NA,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,NA,NA,NA,699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",693,"Coordinated_Assessments"
"Steelhead (Middle Columbia River DPS)","Toppenish Creek - summer Steelhead",2010,"6890","Toppenish Creek Summer Steelhead","Steelhead","Summer","Interior Columbia","Yakima River Group",75,"Steelhead (Middle Columbia River DPS) Toppenish Creek - summer","Toppenish Creek - summer Steelhead","Same","","NOSA","Yakima River",1,"Yes",621,NA,NA,NA,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,NA,NA,NA,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Reviewed","DF4D5372-BB1B-40D5-9646-C406C856CBB3","Mid-Columbia steelhead","Steelhead (Middle Columbia River DPS)",NA,"NOSAIJ",621,"Coordinated_Assessments"
