"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Dungeness River - summer and winter Steelhead",2007,161.811959285328,340.780375775106,505.048113842583,758.347493174893,1727.52227869583,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2008,167.943511331456,349.411582100697,498.173615609788,708.668148641555,1480.43367549466,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2009,178.673502787386,334.081316454071,458.597993445101,633.288878078059,1216.97666612395,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2010,239.976208027633,379.048226071046,476.200022063823,601.958502484132,975.30041783495,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2011,317.075410062589,425.787949943281,477.558688304945,539.359344061333,745.92410799998,"Puget Sound steelhead",455
"Dungeness River - summer and winter Steelhead",2012,321.326308611105,457.435711389506,535.465265093494,628.7453767284,865.748055698718,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2013,406.273725831584,522.353612019303,581.870095625062,647.123634621771,794.8571320468,"Puget Sound steelhead",619
"Dungeness River - summer and winter Steelhead",2014,404.792843840168,510.721515340163,563.924782025738,624.620602950231,782.289025761821,"Puget Sound steelhead",585
"Dungeness River - summer and winter Steelhead",2015,381.662763361742,496.228236353506,561.282420952541,627.44430913197,790.070574085637,"Puget Sound steelhead",618
"Dungeness River - summer and winter Steelhead",2016,270.498019082946,385.478217937702,459.831903798818,545.278112807665,778.211102072922,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2017,265.275888506235,332.853393244685,372.760369017339,422.769052537599,554.791764483724,"Puget Sound steelhead",311
"Dungeness River - summer and winter Steelhead",2018,247.472161909891,348.894143831254,412.648270229163,485.488585565883,681.350878373054,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2019,281.127822701203,380.063307164374,427.387880889356,479.296237192015,611.880231002356,"Puget Sound steelhead",467
"Dungeness River - summer and winter Steelhead",2020,231.041641743495,327.536434120139,383.559194141541,450.404820597431,618.951973361805,"Puget Sound steelhead",NA
"Dungeness River - summer and winter Steelhead",2021,233.355884231172,308.232333241635,348.387302846384,395.443663476497,546.527596297982,"Puget Sound steelhead",329
"Dungeness River - summer and winter Steelhead",2022,168.892129662158,280.096120021461,350.795041676112,443.316589505361,703.038401699875,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2007,59.6922376130028,175.034364485976,293.17166859179,482.832524605049,1483.40202004158,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2008,70.3871021231661,189.522035036996,306.693537833105,494.108953850083,1386.57422949207,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2009,84.4189918908082,217.028570668457,345.425797110725,544.463382202357,1469.15023854815,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2010,112.992806360229,252.286437975119,363.436238839438,532.709879889291,1159.32261819404,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2011,136.493629470439,249.417203909347,330.686759458225,444.990859741955,824.135906833731,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2012,158.415616510394,254.414638174476,321.498781818657,406.344593591969,656.421304236176,"Puget Sound steelhead",NA
"Elwha River - winter Steelhead",2013,206.192403641443,270.598265121545,307.157136319119,349.834611323737,467.685714921291,"Puget Sound steelhead",290
"Elwha River - winter Steelhead",2014,221.732047019453,293.128338731041,330.316885065829,370.641356944717,470.442869938049,"Puget Sound steelhead",400
"Elwha River - winter Steelhead",2015,175.649092751744,221.572442375037,252.970195017983,291.918824949934,395.663033529836,"Puget Sound steelhead",190
"Elwha River - winter Steelhead",2016,222.645793608997,283.136609293373,317.88479421167,358.916748554346,476.432715681889,"Puget Sound steelhead",320
"Elwha River - winter Steelhead",2017,289.515236285496,371.293124597032,414.854083055849,470.680850168379,615.143473473216,"Puget Sound steelhead",375
"Elwha River - winter Steelhead",2018,425.434725437161,578.851400941369,654.223356515456,736.659581460777,922.7866668559,"Puget Sound steelhead",731
"Elwha River - winter Steelhead",2019,490.385412178932,712.057936399399,832.428284139563,950.429656880911,1222.92311214967,"Puget Sound steelhead",947
"Elwha River - winter Steelhead",2020,344.907023335283,575.778658079153,740.322350447988,955.771226105645,1577.72286200321,"Puget Sound steelhead",NA
