"COMMON_POPULATION_NAME","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","ESU_DPS"
"Coweeman River - fall Chinook salmon",-0.131293882166786,-0.0388904071464507,-0.00108475587049131,0.0348578426836063,0.118271460677627,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Elochoman River - fall Chinook salmon",-0.137837503145858,-0.0466851914996806,-0.00882842352387048,0.0261552587231538,0.100888215638789,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Grays and Chinook Rivers - fall Chinook salmon",-0.104574215545535,-0.0241631008847341,0.0108032166687923,0.047607190733344,0.142336720918496,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Kalama River - fall Chinook salmon",-0.0902083740543665,-0.0195966070708662,0.0161268132766427,0.05593519015702,0.16231882282762,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Kalama River - spring Chinook salmon",-0.101639230059163,-0.0324990101783983,0.00224987688260003,0.035592547729129,0.113285914718144,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lewis River - fall Chinook salmon",-0.111551885870854,-0.0360148332924777,0.000668167793832311,0.0358538499155168,0.120682483622437,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lewis River - late fall Chinook salmon",-0.134959297643664,-0.042967973005884,-0.00421915763054261,0.0329805425397384,0.121389313438385,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Lower Cowlitz River - fall Chinook salmon",-0.115388560134329,-0.0335028250165326,0.00186468445529622,0.038746868031391,0.1210543953905,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Mill, Abernathy, and Germany Creeks - fall Chinook salmon",-0.189035430184325,-0.0705619374871846,-0.0233655625605279,0.0141576887418145,0.0884281734616352,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Toutle River - fall Chinook salmon",-0.114197659018763,-0.0331281929369494,0.00346754877141856,0.0400265739939986,0.127681362113307,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Cowlitz River - fall Chinook salmon",-0.166755815571004,-0.0606626798211897,-0.019339708192471,0.0174203661429215,0.0851046604859395,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Cowlitz River - spring Chinook salmon",-0.116334637655586,-0.0365691582245238,-0.000900574542863192,0.0357696301413903,0.118271725696432,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Upper Gorge Tributaries - fall Chinook salmon",-0.139453964808106,-0.0494215287775411,-0.0129841984297463,0.024219723674208,0.0963934893790459,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Washougal River - fall Chinook salmon",-0.104124995692683,-0.0252829852954831,0.0109398692730904,0.0505185479816675,0.147457834227263,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"White Salmon River - fall Chinook salmon",-0.155855001754921,-0.057413098166973,-0.0167024863748483,0.0196188096424001,0.0901563729962398,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"White Salmon River - spring Chinook salmon",-0.244065414476778,-0.0943658369633579,-0.0364242226550558,0.00411870867238052,0.0729684240629466,"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)"
"Cascade River - spring Chinook salmon",-0.0481661570956733,-0.0164500340742208,-0.00214268707075854,0.0124696791719883,0.0498437484942592,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Cedar River - fall Chinook salmon",-0.0534675849445507,-0.01733397065888,-0.00302468049666828,0.0117635736110271,0.0472623204790555,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Dungeness River - summer Chinook salmon",-0.0440999587481087,-0.0126194939918848,0.00152803473866635,0.0188836037861805,0.064135906125696,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Green River - fall Chinook salmon",-0.0472480221364733,-0.0163584927591145,-0.00192375750094811,0.0140940030863314,0.0565690665229112,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Lower Sauk River - summer Chinook salmon",-0.0458478366859187,-0.0167735549569063,-0.00193125935353269,0.0137001279051809,0.0486442357547866,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Lower Skagit River - fall Chinook salmon",-0.0480292460761363,-0.0153870148561762,-0.00130988782329108,0.0141684131134256,0.0511024496599443,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Nisqually River - fall Chinook salmon",-0.0455867500231629,-0.0124645090429229,0.00198699804360533,0.0181826905866889,0.0596197324421915,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"North Fork Nooksack River (including Middle Fork Nooksack River) - spring Chinook salmon",-0.0439450804081356,-0.0146835452737479,0.000326488356172612,0.0154905751410722,0.0516596184471712,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"North Fork Stillaguamish River - summer Chinook salmon",-0.0651851015015798,-0.023830988666773,-0.00762460131761731,0.00895977526776511,0.0469814738874009,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skokomish River - fall Chinook salmon",-0.0612552839348643,-0.0237429506633026,-0.00798194854246127,0.00768116281311324,0.0465738989313326,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Skykomish River - summer Chinook salmon",-0.0537548087496445,-0.0186934112083671,-0.00339181252164974,0.0108689432803623,0.0470932355849642,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snoqualmie River - fall Chinook salmon",-0.0613653330372104,-0.0229080091042227,-0.00756590534880576,0.00751629025679228,0.0433708955035498,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Nooksack River - spring Chinook salmon",-0.0590573179507092,-0.0206329122427602,-0.0039106618184537,0.0108113942122558,0.0487216825018937,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"South Fork Stillaguamish River - fall Chinook salmon",-0.0826420509627751,-0.0305998309077656,-0.0114565308875571,0.00432267129781059,0.0409415169318807,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Suiattle River - spring Chinook salmon",-0.0391148657536012,-0.0103270418452782,0.00492587984217585,0.0211434764225394,0.0641882997163757,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Sauk River - spring Chinook salmon",-0.0328966955264779,-0.00543042873404693,0.0105861650453338,0.0319984901228779,0.0802267341370092,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Upper Skagit River - summer Chinook salmon",-0.0455046186663378,-0.0150336116696245,-0.000880595267235363,0.0140058542769423,0.0508209842614472,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"White River - spring Chinook salmon",-0.0518241825345923,-0.0184967358779501,-0.00422597037060392,0.0108016767725067,0.0469779912948429,"Puget Sound Chinook","Salmon, Chinook (Puget Sound ESU)"
"Snake River - fall Chinook salmon",-0.0517117828174132,0.0369181464039395,0.0836959628977813,0.123775288697069,0.207565851848088,"Snake River fall Chinook","Salmon, Chinook (Snake River fall-run ESU)"
"Asotin Creek - spring Chinook salmon",-0.242227603402218,-0.0936440793675165,-0.0221379678334162,0.0493537564919325,0.194962839342226,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Tucannon River - spring Chinook salmon",-0.271399264631877,-0.120809445441237,-0.04841659335074,0.0189300945013209,0.165905384962301,"Snake River spring and summer Chinook","Salmon, Chinook (Snake River spring/summer-run ESU)"
"Entiat River - spring Chinook salmon",-0.114992653250309,-0.00515729425492794,0.0551006431059604,0.118448649474035,0.240634753554816,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Methow River - spring Chinook salmon",-0.113784086506908,-0.00397105668646054,0.0532025703018864,0.116542197633634,0.238585085503763,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Wenatchee River - spring Chinook salmon",-0.117114522540935,-0.00835278068229377,0.0454907769043879,0.110071888366852,0.232596387289191,"Upper Columbia spring Chinook","Salmon, Chinook (Upper Columbia River spring-run ESU)"
"Grays and Chinook Rivers - fall Chum salmon",-0.127924660260836,-0.0135409406158336,0.041373047830096,0.0981519618374659,0.223865588951858,"Lower Columbia chum","Salmon, chum (Columbia River ESU)"
