"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Coweeman River - late Coho salmon",2005,738.028484144919,2273.50077053293,3947.27838360998,7162.95816862297,22682.1388112954,"Lower Columbia coho",NA
"Coweeman River - late Coho salmon",2006,778.137719311195,2213.06447634431,3784.5282066574,6564.73408797685,21181.2266158529,"Lower Columbia coho",NA
"Coweeman River - late Coho salmon",2007,907.111236054052,2357.04268471549,3904.0578882153,6600.19447319608,17795.1959991638,"Lower Columbia coho",NA
"Coweeman River - late Coho salmon",2008,1071.19324390599,2614.50814167112,3996.02508528448,6130.77498775828,14718.2303056744,"Lower Columbia coho",NA
"Coweeman River - late Coho salmon",2009,1663.73523276053,3062.19609085393,4192.51342925646,5821.72900766165,10723.5959367945,"Lower Columbia coho",NA
"Coweeman River - late Coho salmon",2010,3340.74227476309,3979.94322689988,4209.10226962689,4450.7768123247,5269.39557487785,"Lower Columbia coho",4214
"Coweeman River - late Coho salmon",2011,2985.59161577242,3484.93965751582,3696.32183445566,3917.2543479321,4498.87351355612,"Lower Columbia coho",3730
"Coweeman River - late Coho salmon",2012,2519.97744047309,2928.52232141394,3089.66905366546,3272.64105979897,3780.95226923736,"Lower Columbia coho",3070
"Coweeman River - late Coho salmon",2013,3029.5138738413,3507.6704585981,3721.13353698088,3936.3778696023,4563.91004638426,"Lower Columbia coho",3755
"Coweeman River - late Coho salmon",2014,5606.58723533059,6657.36502276598,7065.79599394927,7466.12056856808,8626.95572549336,"Lower Columbia coho",7069
"Coweeman River - late Coho salmon",2015,1011.02917697986,1144.57543564042,1207.75927323654,1292.14083718574,1592.98961357986,"Lower Columbia coho",1167
"Coweeman River - late Coho salmon",2016,2498.58118727379,2973.60689233127,3158.97705190177,3336.0435399675,3834.84252593425,"Lower Columbia coho",3237
"Coweeman River - late Coho salmon",2017,2219.47408944309,2583.24182257104,2727.94560551065,2892.24980304482,3352.67270213669,"Lower Columbia coho",2718
"Coweeman River - late Coho salmon",2018,2270.92754902116,2638.88698472873,2795.60405758463,2956.1036305103,3392.56780958606,"Lower Columbia coho",2849
"Coweeman River - late Coho salmon",2019,2930.59218224416,3321.50901485266,3499.71170393891,3717.41491328143,4405.29066136531,"Lower Columbia coho",3408
"Coweeman River - late Coho salmon",2020,3803.54782236441,4437.54229040282,4709.51311087958,4967.06673735125,5708.53658144738,"Lower Columbia coho",4766
"Coweeman River - late Coho salmon",2021,3903.72752168196,4549.70891755249,4804.72977430459,5101.93802242385,6046.77657911764,"Lower Columbia coho",4774
"Coweeman River - late Coho salmon",2022,1800.09238052853,3622.16249194857,5098.47450661537,7173.93106673008,14321.6968294117,"Lower Columbia coho",NA
"East Fork Lewis River - early and late Coho salmon",2005,244.550482656879,835.619106339948,1534.60480539109,2928.91882058994,10595.4167415862,"Lower Columbia coho",NA
"East Fork Lewis River - early and late Coho salmon",2006,252.217895568545,849.26175479912,1533.39968551868,2811.97350127044,9301.7050970098,"Lower Columbia coho",NA
"East Fork Lewis River - early and late Coho salmon",2007,323.660005654023,917.074740767514,1599.78879689863,2712.15251203869,8128.52796443291,"Lower Columbia coho",NA
"East Fork Lewis River - early and late Coho salmon",2008,422.540675717724,1060.25246675661,1657.79676301793,2606.80430022362,6202.77801205339,"Lower Columbia coho",NA
"East Fork Lewis River - early and late Coho salmon",2009,613.154365112571,1253.4268030409,1782.75020364752,2506.5128062964,4874.87352277211,"Lower Columbia coho",NA
"East Fork Lewis River - early and late Coho salmon",2010,1376.56365785911,1649.42253635452,1761.47174522414,1886.01781864272,2407.37908729411,"Lower Columbia coho",1739
"East Fork Lewis River - early and late Coho salmon",2011,1507.87949154907,1818.30213199036,1929.22706355319,2064.73040517401,2549.04385337135,"Lower Columbia coho",1908
"East Fork Lewis River - early and late Coho salmon",2012,1808.82466996037,2336.67318933609,2532.16681981861,2701.33507301152,3122.15790166644,"Lower Columbia coho",2661
"East Fork Lewis River - early and late Coho salmon",2013,2006.19463856342,2477.95717713874,2650.35277929524,2823.2597346686,3365.85854784556,"Lower Columbia coho",2647
"East Fork Lewis River - early and late Coho salmon",2014,2719.40493721345,3602.13391212843,3905.42342806367,4158.08917225065,4876.5847620063,"Lower Columbia coho",4043
"East Fork Lewis River - early and late Coho salmon",2015,440.086616059946,506.815030923055,540.191714196021,587.74740443425,813.048969144655,"Lower Columbia coho",519
"East Fork Lewis River - early and late Coho salmon",2016,717.342381010017,815.532873525874,870.463495659871,958.310606894778,1339.92605171045,"Lower Columbia coho",822
"East Fork Lewis River - early and late Coho salmon",2017,1034.14607677379,1267.97481002131,1365.01568323217,1450.6592187464,1724.66588080271,"Lower Columbia coho",1388
"East Fork Lewis River - early and late Coho salmon",2018,1304.66316252953,1674.40928388303,1810.18162329574,1918.64366516615,2243.12080101811,"Lower Columbia coho",1858
"East Fork Lewis River - early and late Coho salmon",2019,2072.03960075754,2516.62439295825,2694.43655270653,2866.89353928151,3434.43029754081,"Lower Columbia coho",2727
"East Fork Lewis River - early and late Coho salmon",2020,2334.31694747511,2687.10741027642,2861.29026179556,3099.72758934195,4000.73276929143,"Lower Columbia coho",2738
"East Fork Lewis River - early and late Coho salmon",2021,3432.24340241186,4464.88185196638,4851.9200562617,5161.13018524096,6094.71806731054,"Lower Columbia coho",4981
"East Fork Lewis River - early and late Coho salmon",2022,1677.48325601244,3469.00641992086,4991.66767135694,7270.62324477358,15230.9835833245,"Lower Columbia coho",NA
"Elochoman River - late Coho salmon",2005,116.765476759545,371.639272050856,666.354713845164,1234.16180499901,3937.6646416076,"Lower Columbia coho",NA
"Elochoman River - late Coho salmon",2006,111.577083156167,358.684254957497,643.550758446828,1146.7243233838,3664.96039373537,"Lower Columbia coho",NA
"Elochoman River - late Coho salmon",2007,139.800893844086,388.205947492975,648.285827722272,1132.81231703197,3243.2606650404,"Lower Columbia coho",NA
"Elochoman River - late Coho salmon",2008,179.829248656035,434.804637077851,679.145655187797,1080.81081365673,2668.76782476582,"Lower Columbia coho",NA
"Elochoman River - late Coho salmon",2009,264.730784953296,514.534123976459,730.917145073867,1028.98179683889,2012.92891750812,"Lower Columbia coho",NA
"Elochoman River - late Coho salmon",2010,553.223827562878,674.347164231849,714.398072133279,761.437509836803,921.551557605822,"Lower Columbia coho",709
"Elochoman River - late Coho salmon",2011,493.422013055366,607.278671272917,650.389831676049,690.294716625614,808.973474675906,"Lower Columbia coho",667
"Elochoman River - late Coho salmon",2012,463.909878342462,532.455318869853,565.73266724366,607.776754186299,759.456982236229,"Lower Columbia coho",546
"Elochoman River - late Coho salmon",2013,637.740181614163,740.062357551991,784.693579360531,837.672915259172,1018.10496068646,"Lower Columbia coho",774
"Elochoman River - late Coho salmon",2014,1969.02733245909,2759.40940484793,3023.37928446385,3232.12596705771,3659.11817732287,"Lower Columbia coho",3228
