"ESU","ESU_DPS","COMMON_POPULATION_NAME","BROOD_YEAR","Smoothed.Abundance"
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2005,114.821229261339
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2006,115.525021010858
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2007,115.312483694529
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2008,109.737363827414
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2009,105.612537193277
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2010,109.301614542078
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2011,77.4259035138479
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2012,68.9704029176186
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2013,96.7592536054072
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2014,121.19204822445
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2015,151.432387740967
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2016,98.5044225858762
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2017,69.1628176190825
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2018,38.1084917482097
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2019,42.9243071817699
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2020,61.0825537761467
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2021,72.267683346837
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Elochoman River - fall Chinook salmon",2022,69.6201305562236
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",1999,51.055081952212
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2000,52.0118197539383
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2001,52.8130743733239
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2002,52.9164431513896
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2003,53.9395255986991
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2004,53.9219499912549
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2005,54.9375547876948
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2006,54.8118976524333
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2007,54.9450963614466
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2008,54.3330745022148
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2009,101.666286247021
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2010,80.6827534565223
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2011,69.7048079338295
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2012,62.2518333360817
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2013,90.7479459996449
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2014,142.002904496394
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2015,170.950269727091
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2016,143.317040607425
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2017,233.763777667851
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2018,340.352090679162
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2019,308.425407379484
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2020,222.724729236198
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2021,191.714484853214
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Grays and Chinook Rivers - fall Chinook salmon",2022,197.652266440747
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",1999,449.89725276689
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2000,460.932769556388
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2001,460.642534817321
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2002,464.421077936331
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2003,471.950695105026
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2004,481.233826279469
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2005,494.967787446871
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2006,526.474109298258
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2007,536.752674094878
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2008,526.49446619689
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2009,548.798040873342
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2010,549.592533245099
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2011,466.221181588345
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2012,413.071826549556
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2013,773.798659361953
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2014,986.948802382268
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2015,1985.28314173939
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2016,2047.60148317346
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2017,1751.76839517834
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2018,1612.53291993946
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2019,1738.83435139735
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2020,2546.68992398146
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2021,2146.36280165049
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - fall Chinook salmon",2022,2189.21196311377
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",1999,50.2620795242091
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2000,50.29268419154
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2001,49.7340936422358
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2002,49.3982537182358
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2003,48.4951405587591
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2004,47.7733176086428
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2005,47.2468396796147
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2006,45.9305335108894
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2007,45.1466535261163
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2008,57.2992345753089
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2009,68.2328738541053
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2010,64.6921831094721
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2011,100.607676248123
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2012,87.927730357921
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2013,82.5713259917786
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2014,57.0474642151591
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2015,39.7054429967771
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2016,38.8774626015571
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2017,52.6960379479496
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2018,56.6871424804525
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2019,57.1627607662099
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2020,68.0503577231919
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2021,76.570912797255
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Kalama River - spring Chinook salmon",2022,75.4620490763719
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",1999,1566.58558247933
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2000,1576.77373420473
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2001,1573.04182485322
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2002,1603.41895355111
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2003,1608.37046235112
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2004,1630.16060067556
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2005,1621.77623392477
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2006,1643.54477617025
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2007,1665.06136176899
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2008,1628.11580168954
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2009,1648.9658274251
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2010,1640.38742847481
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2011,1632.11098077892
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2012,1479.61611608287
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2013,2076.39377996371
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2014,2235.2086969856
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2015,2777.98502148738
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2016,2286.10075459066
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2017,1969.83898121857
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2018,1573.22351970031
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2019,1704.15752400616
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2020,2428.19591224453
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2021,2153.65640796219
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - fall Chinook salmon",2022,2165.16137937661
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",1999,14480.8608657448
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2000,14125.785114206
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2001,14322.3376598741
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2002,14051.6685568314
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2003,14079.116825922
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2004,14192.6446523179
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2005,13772.257261831
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2006,13840.2913464158
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2007,13914.5277589312
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2008,14125.1908966584
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2009,13905.2381538284
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2010,13904.7092386552
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2011,13746.6232098143
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2012,13546.0990430703
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2013,14828.8997332862
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2014,14592.2390157929
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2015,14932.3824676489
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2016,14764.5567921188
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2017,14381.712138569
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2018,13945.4261753777
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2019,13823.0679674403
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2020,18683.0058069112
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2021,14873.9780566425
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lewis River - late fall Chinook salmon",2022,14952.8999983971
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",1999,2374.72098970818
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2000,2394.39496339555
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2001,2408.82988670055
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2002,2427.81526121125
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2003,2428.71997680548
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2004,2431.09709492292
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2005,2421.5409221738
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2006,2437.11661928595
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2007,2433.46832890476
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2008,2433.98551569675
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2009,2579.15434711887
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2010,2532.14152697412
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2011,2496.71241836504
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2012,2056.03625021997
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2013,3000.59323172785
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2014,3057.03021726515
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2015,3633.36869121694
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2016,3174.8713411951
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2017,3126.7245042536
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2018,3183.21867230728
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2019,3942.47174810345
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2020,4328.34376045608
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2021,4055.14128243432
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Lower Cowlitz River - fall Chinook salmon",2022,4051.52585113047
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",1999,143.794453520137
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2000,140.839733530973
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2001,139.048655267972
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2002,134.720326081099
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2003,131.682571615688
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2004,129.675613078566
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2005,131.033550818348
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2006,127.181089898179
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2007,125.410099735399
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2008,120.336741996406
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2009,105.694912056391
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2010,111.110492451677
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2011,78.4432175301782
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2012,41.3816244035348
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2013,77.7990271731688
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2014,50.0408125059183
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2015,65.4093820047091
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2016,52.6809638170203
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2017,21.8098784140333
"Lower Columbia Chinook","Salmon, Chinook (Lower Columbia River ESU)","Mill, Abernathy, and Germany Creeks - fall Chinook salmon",2018,9.81318337417829
