"ESU","MAJOR_POPULATION_GROUP","COMMON_POPULATION_NAME","SPECIES","RUN_TIMING","STREAM_NAME","BROOD_YEAR","NUMBER_OF_SPAWNERS","FRACWILD","CATCH","AGE_1_RETURNS","AGE_2_RETURNS","AGE_3_RETURNS","AGE_4_RETURNS","AGE_5_RETURNS","AGE_6_RETURNS","AGE_7_RETURNS"
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,1999,29,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2000,73,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2001,226,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2002,152,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2003,199,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2004,142,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2005,161,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2006,109,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2007,105,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2008,127,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2009,132,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2010,368,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2011,321,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2012,334,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2013,188,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2014,225,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2015,417,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2016,297,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2017,64,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2018,46,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Entiat River - spring Chinook salmon","Chinook salmon","Spring",NA,2020,120,1,-99,-99,-99,-99,-99,-99,-99,-99
"Upper Columbia spring Chinook","Upper Columbia / East Slope Cascades","Methow River - spring Chinook salmon","Chinook salmon","Spring","Methow River",1999,45,1,-99,-99,-99,-99,-99,-99,-99,-99
