"COMMON_POPULATION_NAME","BROOD_YEAR","Q2.5.","Q25.","Q50.","Q75.","Q97.5.","ESU","NUMBER_OF_SPAWNERS"
"Ozette Lake - sockeye salmon",1999,467.138000331521,1487.0550222988,2642.72782880147,4698.83724120201,15354.7031956308,"Ozette Lake sockeye",2620
"Ozette Lake - sockeye salmon",2000,525.108948303457,1567.90924323767,2618.07256688171,4461.38011671732,13424.8448174408,"Ozette Lake sockeye",4851
"Ozette Lake - sockeye salmon",2001,640.220489468458,1623.47084618806,2600.60752291206,4351.49757584611,12596.5280500957,"Ozette Lake sockeye",4077
"Ozette Lake - sockeye salmon",2002,668.304183832586,1632.32433717751,2552.33926523046,4088.15569116108,10619.265771965,"Ozette Lake sockeye",3820
"Ozette Lake - sockeye salmon",2003,676.370267334516,1647.67373427341,2477.69925001825,3839.51418767828,10304.6038874228,"Ozette Lake sockeye",4876
"Ozette Lake - sockeye salmon",2004,690.77402477805,1567.86874109109,2348.99408463708,3525.92055413086,8460.22176031459,"Ozette Lake sockeye",1779
"Ozette Lake - sockeye salmon",2005,598.560890294085,1508.72752394717,2226.85393772325,3261.66475599712,7038.76026522493,"Ozette Lake sockeye",1721
"Ozette Lake - sockeye salmon",2006,586.236644870966,1464.46081895897,2151.24325214822,3130.91430175913,6668.26052190583,"Ozette Lake sockeye",2075
"Ozette Lake - sockeye salmon",2007,547.619561632702,1435.14263350152,2129.23147920138,3044.28360898283,6516.52542693544,"Ozette Lake sockeye",748
"Ozette Lake - sockeye salmon",2008,590.968942328202,1453.96341692987,2099.89515541268,2968.26975556524,6459.80482419248,"Ozette Lake sockeye",2151
"Ozette Lake - sockeye salmon",2009,624.915547891647,1454.54547875615,2081.8504331458,2926.5504647439,6280.61985299622,"Ozette Lake sockeye",4769
"Ozette Lake - sockeye salmon",2010,567.778039209891,1339.58216240196,1939.22557659357,2744.7113860174,5836.86401427215,"Ozette Lake sockeye",2986
"Ozette Lake - sockeye salmon",2011,426.911885246727,1193.95862077786,1802.4585003094,2610.75487016499,5150.06332050206,"Ozette Lake sockeye",2457
"Ozette Lake - sockeye salmon",2012,182.754368945121,1016.74219964714,1673.91381144184,2506.95953385989,5097.89668944661,"Ozette Lake sockeye",0
"Ozette Lake - sockeye salmon",2013,459.993261752914,1228.9669268894,1894.84372379516,2785.03051488683,6021.52800109925,"Ozette Lake sockeye",2650
"Ozette Lake - sockeye salmon",2014,604.334326833567,1413.19133746479,2110.18737791145,3168.63577371116,7313.22891947573,"Ozette Lake sockeye",5097
"Ozette Lake - sockeye salmon",2015,676.925894395974,1560.35806257415,2381.19222277603,3637.46090030619,9593.66041624774,"Ozette Lake sockeye",6638
"Ozette Lake - sockeye salmon",2016,655.963929073603,1634.68292378033,2537.93253224506,4046.44150762412,12098.8485044829,"Ozette Lake sockeye",12829
"Ozette Lake - sockeye salmon",2017,590.818161651934,1549.72523255713,2542.35311562443,4204.93853174163,12599.2930250221,"Ozette Lake sockeye",5265
"Ozette Lake - sockeye salmon",2018,527.46984815952,1494.7188985221,2491.50664454646,4314.14078203091,13182.7582051294,"Ozette Lake sockeye",3264
"Ozette Lake - sockeye salmon",2019,424.650409783488,1383.52994602013,2473.6323102909,4514.34217638307,15257.4389936577,"Ozette Lake sockeye",2894
"Ozette Lake - sockeye salmon",2020,341.99482149789,1287.44934398014,2465.24943417334,4785.82301608312,20577.8077224941,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2021,212.541550050653,1154.21195539835,2408.28415542001,5236.31831844361,37667.496106536,"Ozette Lake sockeye",NA
"Ozette Lake - sockeye salmon",2022,118.337738204329,994.241256008534,2340.06408435191,5855.38466701505,72532.5514903103,"Ozette Lake sockeye",NA
